StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q36,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_10_TEXT,Q33,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_6,Q18_5,Q18_5_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2021-08-31 19:30:24,2021-08-31 19:34:17,IP Address,206.72.6.140,100,232,True,2021-08-31 19:34:17,R_1dEJcapFqn3LdX2,,,,,41.6475067138671875,-95.30930328369140625,anonymous,EN,Yes,More than 10 years,Hancock,,,,"Would be interested in renting,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","Less than $100,000",Yes,Other,,Single family home,,Less than $300,Fair,Yes,Yes,Not enough affordable housing,,"Duplex,Townhome,Condo,Apartment,Single family home",Important,Important,Not at all important,Slightly important,Not at all important,Extremely important,Important,Slightly important,Very important,,,,Yes,2,1,5,3,4,6,,,Female,26 - 40,1,1,White or Caucasian,"$40,000-$59,999"
2021-08-31 20:49:30,2021-08-31 21:06:35,IP Address,174.198.73.73,100,1025,True,2021-08-31 21:06:35,R_OfeZCGqxTKqUrzH,,,,,41.2975006103515625,-96.09929656982421875,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",Yes,Own,,Single family home,,$700-$899,Fair,Yes,Yes,Not enough of the right home styles,,Single family home,Not at all important,Not at all important,Important,Important,Important,Important,Very important,Not at all important,Extremely important,,,"Restaurants, Grocery/retail shops, services (barber/beautician, doctors office, pharmacy), entertainment (bars, swimming pool/splash pad, parks, community activities, library, religious opportunities)",Yes,5,3,2,1,4,6,,,Male,41-55,3,0,White or Caucasian,"$80,000-$99,999"
2021-09-02 22:15:18,2021-09-02 22:20:35,IP Address,65.245.182.35,100,317,True,2021-09-02 22:20:35,R_2w765IPaq9pGAhP,,,,,38.2584075927734375,-92.822998046875,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in down-sizing,"$175,000-$250,000",Retired,Own,,Single family home,,"$2,000 or more",Excellent,Yes,Yes,Not enough quality housing,,Single family home,,Extremely important,Slightly important,Extremely important,Not at all important,Not at all important,Extremely important,Not at all important,Extremely important,,,,No,5,3,1,4,2,6,,,Female,41-55,2,0,White or Caucasian,"$150,000-$199,999"
2021-09-03 12:43:03,2021-09-03 12:47:24,IP Address,192.94.102.7,100,261,True,2021-09-03 12:47:25,R_AvMtKdsx5G3KQyB,,,,,41.2671051025390625,-96.03780364990234375,anonymous,EN,Yes,More than 10 years,Carson,,,,"Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$250,000-$325,000",No,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough quality housing,,Single family home,Very important,Very important,Very important,Very important,Important,Very important,Very important,Very important,Very important,,,"Vibrant down town, parks",Yes,2,1,3,4,5,6,,NA,Male,41-55,2,2,White or Caucasian,"$100,000-$149,999"
2021-08-30 13:21:35,2021-08-30 13:24:54,IP Address,206.72.6.140,59,198,False,2021-09-06 13:24:56,R_bq4k5MwLcSORyMh,,,,,,,anonymous,EN,Yes,More than 10 years,Hancock,,,,Not interested in a different home,"Less than $100,000",Retired,Own,,Single family home,,$500-$699,Fair,Yes,No,Not enough of the right home styles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 13:34:24,2021-08-30 13:34:54,IP Address,173.24.216.44,24,30,False,2021-09-06 13:34:55,R_31n2AHGYjOP3VyZ,,,,,,,anonymous,EN,Yes,More than 10 years,Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 13:34:28,2021-08-30 13:35:37,IP Address,173.215.87.236,41,69,False,2021-09-06 13:35:40,R_128YqcgDTfNUWUn,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 13:35:09,2021-08-30 13:36:18,IP Address,67.55.190.37,31,68,False,2021-09-06 13:36:18,R_3L5ViZJNTHRSLs1,,,,,,,anonymous,EN,Yes,1-5 years,Hancock,,,,Not interested in a different home,"Less than $100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 13:38:37,2021-08-30 13:39:40,IP Address,69.80.126.172,45,62,False,2021-09-06 13:39:41,R_9uiHu4xCW2kRKVj,,,,,,,anonymous,EN,Yes,More than 10 years,Unincorporated East Pottawattamie County,,,,Not interested in a different home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 13:51:46,2021-08-30 13:56:02,IP Address,207.199.214.115,72,256,False,2021-09-06 13:56:04,R_1gSnyLAIIpxdgGO,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in down-sizing,"Less than $100,000",Yes,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,Duplex,Important,Important,Slightly important,Very important,Not at all important,Not at all important,Extremely important,Important,Extremely important,,,,No,,,,,,,,,,,,,,
2021-08-30 14:01:48,2021-08-30 14:04:19,IP Address,208.126.191.203,52,150,False,2021-09-06 14:04:19,R_3MbUDlusDWsulce,,,,,,,anonymous,EN,Yes,More than 10 years,Avoca,,,,Would be interested in senior housing,"Less than $100,000",Retired,Other,,Single family home,,$500-$699,Good,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 14:07:12,2021-08-30 14:08:23,IP Address,174.198.84.88,24,70,False,2021-09-06 14:08:23,R_28M438nTjQWhHR6,,,,,,,anonymous,EN,Yes,1-5 years,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 14:08:02,2021-08-30 14:08:26,IP Address,174.198.82.13,21,24,False,2021-09-06 14:08:29,R_2nvKGts5PQ449H3,,,,,,,anonymous,EN,No,,,My spouse works in another community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 14:17:41,2021-08-30 14:21:14,IP Address,207.199.214.84,66,212,False,2021-09-06 14:21:14,R_sjKfQJ7RNFVmgzT,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$700-$899,Good,No,No,Not enough quality housing,,Single family home,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 14:46:19,2021-08-30 14:46:37,IP Address,174.213.145.80,24,18,False,2021-09-06 14:46:39,R_2Cwtsbo8Dz978ZK,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 15:16:21,2021-08-30 15:16:35,IP Address,67.55.169.115,21,13,False,2021-09-06 15:16:36,R_1DMV9d6zQLaq4Nb,,,,,,,anonymous,EN,No,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 15:33:32,2021-08-30 15:34:36,IP Address,38.121.112.24,45,63,False,2021-09-06 15:34:41,R_3nBm05Rc6nEN0Tb,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in an existing single-family home,"Less than $100,000",No,Own,,Single family home,,$500-$699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 15:53:07,2021-08-30 15:57:30,IP Address,174.198.128.68,76,262,False,2021-09-06 15:57:30,R_32PlzwE7eRD0css,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",No,Own,,Single family home,,Less than $300,Excellent,No,Yes,Employment opportunities,,Single family home,Not at all important,Not at all important,Very important,Extremely important,Extremely important,Slightly important,Very important,Slightly important,Important,,,"Parks, atmosphere",No,6,3,2,4,1,5,,,,,,,,
2021-08-30 15:57:57,2021-08-30 16:00:22,IP Address,173.215.87.123,62,144,False,2021-09-06 16:00:22,R_3gZ7oLTlGehxepR,,,,,,,anonymous,EN,Yes,Less than 1 year,Carson,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,Yes,Employment opportunities,,Single family home,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 16:02:41,2021-08-30 16:03:44,IP Address,69.80.126.174,31,63,False,2021-09-06 16:03:49,R_3j6BCvLn3q0IX6m,,,,,,,anonymous,EN,Yes,1-5 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 16:04:49,2021-08-30 16:08:12,IP Address,70.168.34.170,62,203,False,2021-09-06 16:08:13,R_2ya8BdopfahbXkm,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,"Would be interested in down-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,Yes,Employment opportunities,,"Duplex,Townhome,Condo,Single family home",,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 16:07:17,2021-08-30 16:10:31,IP Address,173.215.87.94,62,194,False,2021-09-06 16:10:32,R_24v1YqKAznQL2Ug,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$175,000-$250,000",Retired,Own,,Single family home,,$500-$699,Excellent,No,Yes,Not enough quality housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 16:08:57,2021-08-30 16:14:36,IP Address,70.100.129.172,79,338,False,2021-09-06 16:14:36,R_3ew6NgJWJ4YS4Pe,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in down-sizing,"Less than $100,000",No,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Not enough affordable housing,,Single family home,Extremely important,Extremely important,Slightly important,Extremely important,Important,Slightly important,Extremely important,Important,Extremely important,Very important,"Public transportation ","Restaurants, grocery store, public transportation, public pool",No,3,2,4,1,5,6,,Lower lot prices,Other,,,,,
2021-08-30 16:50:54,2021-08-30 16:51:18,IP Address,207.199.214.167,24,23,False,2021-09-06 16:51:18,R_2bUzUB4NoeuIjLn,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 17:02:01,2021-08-30 17:03:52,IP Address,174.243.84.208,55,110,False,2021-09-06 17:03:52,R_1ifD9f57UvYCv0w,,,,,,,anonymous,EN,No,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 17:30:41,2021-08-30 17:31:09,IP Address,70.100.138.141,28,27,False,2021-09-06 17:31:13,R_2TRHKYa9i4gGU2D,,,,,,,anonymous,EN,Yes,1-5 years,Carson,,,,Not interested in a different home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 17:48:15,2021-08-30 17:48:51,IP Address,174.198.70.202,41,35,False,2021-09-06 17:48:53,R_2DN5U2aVZ0F52Vw,,,,,,,anonymous,EN,Yes,1-5 years,Carson,,,,Not interested in a different home,"Over $400,000",No,Other,,Single family home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 19:27:50,2021-08-30 19:28:59,IP Address,174.198.66.26,48,68,False,2021-09-06 19:29:00,R_22y9I5nfJjZamxG,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 19:26:51,2021-08-30 19:29:54,IP Address,198.217.24.75,69,182,False,2021-09-06 19:29:57,R_2zeGzV0yR5BKKS4,,,,,,,anonymous,EN,Yes,1-5 years,Carson,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Other,Distance from major businesses,Single family home,Slightly important,Not at all important,Very important,Very important,Slightly important,Very important,Extremely important,Not at all important,Important,,,,,,,,,,,,,,,,,,
2021-08-30 19:33:32,2021-08-30 19:37:20,IP Address,173.215.87.78,72,228,False,2021-09-06 19:37:22,R_2ToDcgzJ4N3HQLw,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Retired,Own,,Single family home,,,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 20:08:19,2021-08-30 20:09:31,IP Address,35.133.108.67,21,72,False,2021-09-06 20:09:33,R_337tN5DP2xhNwvn,,,,,,,anonymous,EN,No,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 21:17:42,2021-08-30 21:19:04,IP Address,69.80.122.2,48,82,False,2021-09-06 21:19:05,R_PufiPEBlt9C1c5j,,,,,,,anonymous,EN,Yes,More than 10 years,Unincorporated East Pottawattamie County,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$900-$1,199",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31 00:58:35,2021-08-31 00:59:54,IP Address,70.100.136.90,10,78,False,2021-09-07 00:59:59,R_YRikQRP2fpQaj2p,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31 12:56:57,2021-08-31 12:57:51,IP Address,207.199.214.41,31,54,False,2021-09-07 12:57:51,R_do2pnBX4LeUASSB,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$100,000-$175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 13:24:32,2021-08-31 14:24:53,IP Address,67.55.190.37,10,90020,False,2021-09-07 14:24:54,R_3JJzB3LgmAlWafe,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31 19:29:05,2021-08-31 19:31:11,IP Address,199.120.116.58,55,125,False,2021-09-07 19:31:11,R_2zN284QJI2kEplq,,,,,,,anonymous,EN,Yes,More than 10 years,Avoca,,,,Not interested in a different home,"$250,000-$325,000",Retired,Own,,Single family home,,,Excellent,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-10 11:06:25,2021-09-10 11:12:21,IP Address,174.198.70.76,100,355,True,2021-09-10 11:12:21,R_1M09RP5s8YQVeVg,,,,,41.285400390625,-96.1493988037109375,anonymous,EN,Yes,6-10 years,Carson,,,,Would be interested in renting,"Less than $100,000",No,Rent,,Duplex/Fourplex,,$500-$699,Fair,Yes,No,Do not qualify for a home mortgage,,"Duplex,Townhome,Single family home",Important,Important,Very important,Very important,Slightly important,Very important,Very important,Important,Very important,,,"Library, gas station, parks",No,1,2,4,3,5,6,,Increase the availability of rental housing and lowers rents or help fix up some abandon houses to rent out,Female,26 - 40,2,1,White or Caucasian,"$20,000-$39,999"
2021-09-14 15:05:14,2021-09-14 15:14:54,IP Address,207.199.214.235,100,580,True,2021-09-14 15:14:55,R_3p9baAJ1k80Ps8o,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$250,000-$325,000",Retired,Own,,Single family home,,Less than $300,Good,Yes,Yes,Employment opportunities,,"Single family home,Independent Living Complex,Assisted Living Complex",Extremely important,Very important,Slightly important,Slightly important,Slightly important,Not at all important,Important,Slightly important,Very important,,,"grocery store, pharmacy and restaurants. ",No,4,2,5,3,1,6,,"strong building codes and frequent rental property inspections. ",Male,71+,2,0,White or Caucasian,"$60,000-$79,999"
2021-09-08 12:56:05,2021-09-08 12:56:41,IP Address,206.72.5.133,24,36,False,2021-09-15 12:56:43,R_OvgNeif5qHHOnT3,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-15 14:10:01,2021-09-15 14:16:44,IP Address,173.215.87.196,100,403,True,2021-09-15 14:16:44,R_5z4An6Jc96EBZrr,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"Less than $100,000",Yes,Own,,Single family home,,$700-$899,Good,Yes,Yes,Not enough affordable housing,,Single family home,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,"Library ",Yes,2,1,3,6,4,5,,Fix any house fir people to buy,Female,56-70,2,0,White or Caucasian,"$60,000-$79,999"
2021-09-15 15:12:36,2021-09-15 15:16:37,IP Address,98.161.26.17,100,241,True,2021-09-15 15:16:38,R_SC3er23MLrPtw9r,,,,,41.2324066162109375,-95.87509918212890625,anonymous,EN,Yes,Less than 1 year,Carson,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,No,No,Other,,Single family home,Important,Important,Very important,Very important,Important,Important,Important,Important,Important,,,"Schools, restaurants",No,4,3,2,5,1,6,,,Male,26 - 40,2,2,White or Caucasian,"$80,000-$99,999"
2021-09-15 15:13:11,2021-09-15 15:16:40,IP Address,71.28.134.14,100,209,True,2021-09-15 15:16:40,R_3I50ZFZtQJEqK9Z,,,,,40.803497314453125,-96.6510009765625,anonymous,EN,Yes,1-5 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough affordable housing,,"Townhome,Apartment,Single family home",Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely important,Extremely important,Not at all important,Extremely important,,,"The green spaces, including parks are very important. It is great to have a library as well as other places where the community can gather",No,5,4,3,2,1,6,,,Male,41-55,1,2,White or Caucasian,"$100,000-$149,999"
2021-09-15 15:09:45,2021-09-15 15:16:56,IP Address,173.215.87.36,100,431,True,2021-09-15 15:16:56,R_2Sc4RhgH8vcT56V,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,No,Yes,Other,Some rentals need to torn down. The type of people that live in these dumps are not the type of people we need to attract to East Pott.,,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,"Nice houses (interior and exterior, no lipsticks on pigs)",I would like a whole town walking/bike path. I good restaurant-which we have in most towns in East Pott. Convenience stores if your town doesn't have a grocery store.,No,5,4,2,3,1,6,raze ghetto houses,Good jobs in the community support the ability to live in a decent house.,Female,41-55,3,0,White or Caucasian,"$100,000-$149,999"
2021-09-15 15:12:30,2021-09-15 15:18:17,IP Address,38.121.121.22,100,347,True,2021-09-15 15:18:18,R_3hrSd63l45rJKEz,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,1-5 years,Oakland,,,,Not interested in a different home,"$325,000-$400,000",Yes,Own,,Other,Farm,"$2,000 or more",Excellent,Yes,Yes,Employment opportunities,,,Slightly important,Extremely important,Important,Important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,,,"Would love paved county roads!
",Yes,5,2,3,4,1,6,,"Create more Jobs. ",Male,41-55,2,1,White or Caucasian,"$200,000 or more"
2021-09-15 15:13:56,2021-09-15 15:18:43,IP Address,174.255.6.59,100,287,True,2021-09-15 15:18:44,R_C1fm4wO9Qdd9C1P,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Less than 1 year,Oakland,,,,"Would be interested in up-sizing,Would be interested in renting,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","Less than $100,000",Yes,Rent,,Single family home,,$500-$699,Poor,Yes,Yes,Not enough affordable housing,,Single family home,Important,Important,Important,Important,Very important,Important,Important,Slightly important,Important,Not at all important,,"Gym ",No,4,3,5,1,2,6,,,Female,26 - 40,2,3,White or Caucasian,"$80,000-$99,999"
2021-09-15 15:12:52,2021-09-15 15:19:27,IP Address,207.199.214.236,100,394,True,2021-09-15 15:19:27,R_1qVcwnWSseWLerS,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough of the right home styles,,"Townhome,Condo",Important,Very important,Slightly important,Important,Slightly important,Important,Important,Slightly important,Extremely important,,,"Parks, Convenience Stores",No,5,3,1,4,2,6,,"Address water quality, availability and affordability (Carson), More oversight for rental properties (make sure landlords are caring for rental properties)",Female,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-15 15:15:11,2021-09-15 15:19:47,IP Address,207.199.214.128,100,276,True,2021-09-15 15:19:47,R_1li1SuQ5ldyxltW,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,1-5 years,Oakland,,,,Would be interested in renting,"Less than $100,000",No,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Not enough affordable housing,,"Townhome,Single family home",Important,Very important,Very important,Important,Important,Very important,Extremely important,Slightly important,Extremely important,,,,Yes,4,2,5,3,1,6,,,Female,26 - 40,2,3,White or Caucasian,"$100,000-$149,999"
2021-09-15 15:12:27,2021-09-15 15:19:47,IP Address,69.80.122.2,100,440,True,2021-09-15 15:19:48,R_1239N3mSeQXguQN,,,,,41.2093048095703125,-96.61409759521484375,anonymous,EN,Yes,More than 10 years,Macedonia,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Other,unknown,Assisted Living Complex,Not at all important,Not at all important,Extremely important,Very important,Very important,Extremely important,Extremely important,Slightly important,Extremely important,,,,Yes,3,5,2,4,1,6,,,Female,41-55,2,3,White or Caucasian,"$200,000 or more"
2021-09-15 15:15:49,2021-09-15 15:19:52,IP Address,67.55.190.37,100,242,True,2021-09-15 15:19:52,R_Oxrle22JmEpkKMF,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,1-5 years,Hancock,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,"Apartment,Single family home",Important,Very important,Important,Very important,Important,Extremely important,Very important,Slightly important,Important,,,"Library
Restaurant ",No,3,5,2,4,1,6,,,Female,26 - 40,2,1,White or Caucasian,"$60,000-$79,999"
2021-09-15 15:14:49,2021-09-15 15:20:22,IP Address,67.55.191.34,100,332,True,2021-09-15 15:20:22,R_XgJkTBkb2ILChkl,,,,,41.02520751953125,-95.41159820556640625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in down-sizing,"$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Good,No,Yes,Not enough affordable housing,,Townhome,Slightly important,Not at all important,Not at all important,Slightly important,Important,Slightly important,Important,Important,Important,,,,No,3,4,1,5,2,6,,,Female,41-55,2,1,White or Caucasian,"$100,000-$149,999"
2021-09-15 15:18:11,2021-09-15 15:24:36,IP Address,184.189.161.238,100,385,True,2021-09-15 15:24:36,R_0H9IVFLAmRo815n,,,,,41.2615966796875,-95.9355010986328125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in renting,"$100,000-$175,000",No,Rent,,Other,camper,$300-$499,Excellent,No,Yes,Not enough affordable housing,,Single family home,Important,Important,Slightly important,Slightly important,Slightly important,Very important,Very important,Slightly important,Important,,,"kids parks and plenty of fields (baseball, soccer, etc.) for the kids.  several restaurants.  Convenient Store.  ",No,2,5,3,1,4,6,,"Build in the towns we have.  ",Male,41-55,1,2,White or Caucasian,"$100,000-$149,999"
2021-09-15 15:18:50,2021-09-15 15:25:16,IP Address,173.215.87.168,100,385,True,2021-09-15 15:25:16,R_SCALUPHW08OHlXb,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",Retired,Own,,Single family home,,"$900-$1,199",Good,No,Yes,Not enough quality housing,,Single family home,Extremely important,Extremely important,Extremely important,Important,Not at all important,Very important,Extremely important,Not at all important,Extremely important,Not at all important,,All,No,2,4,5,1,3,6,,,Male,56-70,2,0,Don’t wish to answer,
2021-09-15 15:12:44,2021-09-15 15:25:29,IP Address,198.203.221.243,100,765,True,2021-09-15 15:25:29,R_3erC8VNbHbNsmcN,,,,,41.21319580078125,-96.16680145263671875,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in up-sizing,"$175,000-$250,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough of the right home styles,,Single family home,Extremely important,Extremely important,Extremely important,Extremely important,Important,Very important,Extremely important,Important,Very important,,,"Mostly the good school system ",Yes,1,2,3,4,5,6,"Affordable housing for Seniors ","Affordable and quality houses for the elderly living on low income ",Female,26 - 40,2,2,White or Caucasian,"$80,000-$99,999"
2021-09-15 15:13:46,2021-09-15 15:26:11,IP Address,174.198.73.70,100,744,True,2021-09-15 15:26:11,R_1QAQ0SLRzBbBWd1,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in renting,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",Yes,Rent,,Single family home,,"$1,200-$1,499",Fair,Yes,Yes,Not enough affordable housing,,Single family home,Not at all important,Not at all important,Extremely important,Important,Extremely important,Very important,Important,Not at all important,Extremely important,Extremely important,"Country living where farm animals can be had. ","Library, public park that is well cared for and maintained regularly. ",Yes,6,1,4,3,5,2,"Making it easier for single parents to qualify for home mortgages. ","I honestly don't know. I am a single mom. I have a decent paying job but still just barely make ends meet because the cost to rent is so high. ",Female,26 - 40,1,1,White or Caucasian,"$40,000-$59,999"
2021-09-15 15:23:50,2021-09-15 15:26:58,IP Address,67.55.190.189,100,188,True,2021-09-15 15:26:59,R_3JJVxs23srUlbgy,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,6-10 years,Carson,,,,"Would be interested in renting,Would be interested in an existing single-family home","$100,000-$175,000",No,Rent,,Single family home,,$700-$899,Good,Yes,Yes,Not enough quality housing,,Single family home,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Very important,Slightly important,Slightly important,Slightly important,,,City parks,No,1,5,4,2,3,6,,,Female,26 - 40,2,3,White or Caucasian,"$80,000-$99,999"
2021-09-15 15:15:04,2021-09-15 15:27:46,IP Address,207.199.214.115,100,761,True,2021-09-15 15:27:47,R_ukKyedNL5ERX8l3,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"Less than $100,000",Yes,Other,,Single family home,,Less than $300,Good,No,No,Employment opportunities,,,Very important,Very important,Slightly important,Important,Very important,Important,Very important,Slightly important,Very important,,,,No,3,2,1,4,5,6,,,Female,56-70,2,0,White or Caucasian,"$60,000-$79,999"
