#Borrower_ID,Project_ID,Project_Check_Digit,Latitude,Longitude,State_County_FIPS_Code,Project_Name,Main_Address_Line1,Main_Address_Line2,Main_Address_Line3,City,State_Abbreviation,Zip_Code,Project_Size,Rental_Code,Labor_Housing_Type,Revitilization_Indicator,Tax_Status_Indicator,Date_Tax_Credit_Expires,Profit_Type_Code,Management_Name,Date_Of_Operation,Date_Restrictive_Clause_Expires,Total_1_Bedroom_Units,Total_2_Bedroom_Units,Total_3_Bedroom_Units,Total_4_Bedroom_Units,Total_5_Bedroom_Units,Total_6_Bedroom_Units,Total_Handicapped_Units,Vacant_Units,Rental_Assistance_Units
290366745,01,1,37.778443,-89.11901,17199,COUNTRYSIDE VILLAGE,102 RALPH STREET,,,CAMBRIA,IL,62915,23,FA,0,,Y,12/31/2042,2,MACO MANAGEMENT CO INC,7/1/1991,6/14/2042,0,23,0,0,0,0,3,2,23
290368326,02,2,40.295448,-87.248169,18045,PERRY STREET APTS,204 WEST PERRY STREET, , ,ATTICA,IN,47918,6,EL,0,1,N,,2,VALENTI HELD PROPERTY,6/18/1996,6/18/2046,6,0,0,0,0,0,0,0,5
290368326,04,6,39.637372,-84.933982,18161,LIBERTY GREEN APTS.,207 W SYCAMORE ST,,,LIBERTY,IN,47353,16,FA,0,1,N,,2,VALENTI HELD PROPERTY,6/2/1983,2/1/2023,8,8,0,0,0,0,0,1,16
290368326,03,4,39.737334,-85.566232,18139,CARTHAGE APARTMENTS,2 S HARRISON ST,,,CARTHAGE,IN,46115,14,FA,0,1,N,,2,VALENTI HELD PROPERTY,12/22/1998,12/22/2018,2,12,0,0,0,0,0,3,14
290452616,02,4,38.986284,-91.511389,29139,MONTGOMERY CITY,920 PEARL ST, , ,MONTGOMERY CITY,MO,63361,16,FA,0,,N,,2,NORTH EAST COMM ACTION CORP,10/22/1985,10/22/2005,4,12,0,0,0,0,0,2,10
290497580,01,3,40.315888,-80.577447,54009,ROCKDALE VILLAGE,401 ROCKDALE RD,,,FOLLANSBEE,WV,26037,34,EL,0,,Y,3/8/2008,2,COLONIAL AMERICAN DEVELOPMENT CO,5/17/1993,5/17/2013,32,2,0,0,0,0,2,0,34
290854789,01,7,39.323433,-77.625801,24021,BRUNSWICK HOUSE C/O VOA NATIONAL,1100 PEACH ORCHARD LANE, , ,BRUNSWICK,MD,21716,52,EL,0,,Y,12/31/2022,2,VOA NATIONAL HOUSING CORP,5/17/1979,10/25/2037,32,0,0,0,0,0,5,0,0
290889478,01,0,42.508833,-78.648121,36029,508 E MAIN ST APTS,508 E MAIN ST,,,SPRINGVILLE,NY,14141,15,EL,0,,Y,12/31/2001,2,Q&D MGMT,10/6/1986,10/6/2006,15,0,0,0,0,0,1,0,8
290923831,01,4,32.66664,-95.492511,48459,HILLCREST MANOR AFFORDABLE HOUSING,406 MCDONALD ST,,,BIG SANDY,TX,75755,32,EL,0,,N,,2,"TAC REAL ESTATE, LLC",1/1/1976,9/21/2026,5,27,0,0,0,0,2,0,28
290986287,01,9,40.55476,-84.553223,39107,EAST TOWNE VILLAGE,812 PRO DR,,,CELINA,OH,45822,48,FA,0,,Y,12/31/2005,2,PREMIER MGMT LLC,1/23/1992,1/23/2042,16,32,0,0,0,0,3,4,34
291011018,01,8,36.550449,-119.398224,6107,EUCLID VILLAGE APTS,600 N EUCLID AVE,,,DINUBA,CA,93618,57,FA,0,,Y,12/31/2067,2,HOUSING AUTHORITY OF THE TULARE,7/7/2011,7/7/2041,0,16,33,8,0,0,0,1,13
291039841,01,2,45.663106,-94.687203,27145,FREEPORT SQUARE APT,109 3RD AVE NE,,,FREEPORT,MN,56331,19,FA,0,,N,,2,CEPCO INC,9/27/1988,9/27/2008,18,1,0,0,0,0,0,1,13
291041305,01,6,38.390448,-93.772397,29083,ANTIOCH HILLS,1819 GAINES DRIVE,,,CLINTON,MO,64735,90,FA,0,,Y,12/31/2017,2,WEST CENTRAL MISSOURI COMMUNITY,10/16/2001,10/16/2021,0,90,0,0,0,0,5,5,69
291066067,02,2,32.283854,-81.224823,13103,WILLOWPEG VLG APTS,111 WILLOWPEG WAY,,,RINCON,GA,31326,81,MX,0,,Y,7/25/2028,2,"CAHEC MANAGEMENT, INC",8/31/1988,7/25/2043,60,21,0,0,0,0,0,0,78
291272389,01,6,43.9876,-95.759272,27101,HALTER PLACE,2610 JUNIPER AVE,,,SLAYTON,MN,56172,12,FA,0,,N,,2,"LIFE STYLE, INC",8/22/1984,8/22/2004,8,4,0,0,0,0,1,2,8
291283688,03,1,37.102856,-89.918093,29207,OAK PARK VILLAGE,806 W. MASTER STREET, , ,ADVANCE,MO,63730,14,FA,0,,N,,2,MACO MANAGEMENT CO INC,2/23/1987,11/1/2009,10,4,0,0,0,0,1,1,11
291577368,02,3,41.72116,-73.239625,9005,BANTAM VILLAGE C/O RESIDENTIAL MANAGEMENT CORP.,48 BANTAM VILLAGE,,,BANTAM,CT,6750,48,EL,0,,N,,2,RESIDENTIAL MANAGEMENT CO,8/19/1981,8/19/2001,48,0,0,0,0,0,6,1,48
291707520,01,0,34.171531,-116.05294,6071,ADOBE VILLAS APT,73747 RAYMOND WAY, , ,TWENTYNINE PALMS,CA,92277,35,FA,0,,Y,7/28/2026,2,HYDER & COMPANY,7/24/1986,7/28/2046,6,24,5,0,0,0,0,0,0
291742097,02,4,42.513653,-78.663775,36029,COMMUNITY VILLAGE,60 COLONIAL DR,,,SPRINGVILLE,NY,14141,40,EL,0,,N,,2,ODS MGMT INC,7/27/1978,,40,0,0,0,0,0,4,2,40
291824068,01,1,42.26416,-94.741498,19025,LAKE CITY PLAZA,110 WESTVIEW DRIVE, , ,LAKE CITY,IA,51449,16,FA,0,,Y,6/14/2008,2,CARLSON PROPERTY HOLDINGS & MGMT,6/14/1993,6/14/2043,0,16,0,0,0,0,2,3,15
291902112,01,8,37.001767,-93.107223,29067,BROOKVIEW APTS OF AVA,6214 HIGHWAY 14 EAST, , ,AVA,MO,65608,22,FA,0,,N,,2,BROOKVIEW MANAGEMENT INC,10/8/1987,11/12/2007,4,16,2,0,0,0,2,3,18
291939067,03,3,39.123223,-85.127931,18137,MILAN HOUSING FOR THE ELDERLY,213 MAPLE ST,,,MILAN,IN,47031,34,EL,0,,N,,3,MILAN HOUSING FOR THE ELDERLY IN,9/4/1981,9/4/2001,32,2,0,0,0,0,0,1,24
291960191,01,5,44.770688,-73.500173,36019,A & L GONYO APTS,80 ONEIL RD,,,WEST CHAZY,NY,12992,14,EL,0,,N,,3,RURAL PRESERVATION CO OF CLINTON,1/25/1996,1/25/2046,14,0,0,0,0,0,1,0,14
291998205,01,9,34.369349,-81.094769,45039,CASTLEWOOD APTS,200 CASTLEWOOD DR,,,WINNSBORO,SC,29180,96,FA,0,1,Y,12/31/2023,2,"CAHEC MANAGEMENT, INC",11/28/1988,10/23/2037,24,72,0,0,0,0,0,0,58
292210810,01,0,33.21618,-80.449945,45035,WINFIELD APTS,129 BOWMAN ST, , ,HARLEYVILLE,SC,29448,34,FA,0,1,Y,2/19/2046,2,"CAHEC MANAGEMENT, INC",11/21/1983,2/19/2046,12,22,0,0,0,0,2,1,32
292355899,01,8,45.940812,-102.1679,46105,LEMMON PRAIRIE PINES APTS,401 6TH AVE W, , ,LEMMON,SD,57638,12,EL,0,,N,,3,INTEGRITY MANAGEMENT COMPANY,8/26/1997,8/26/2047,12,0,0,0,0,0,0,3,7
292540961,01,5,39.951713,-81.564286,39059,ASPEN GREEN APTS,101 MEADOWBROOK DRIVE, , ,BYESVILLE,OH,43723,48,FA,0,,Y,12/8/2033,2,WODA MANAGEMENT AND REAL ESTATE,12/5/1975,12/8/2023,8,40,0,0,0,0,0,3,40
292652358,01,7,37.403468,-92.60131,29229,GROVESPRING HOUSING PROJECT,9501 HIGHWAY 5,,,GROVESPRING,MO,65662,12,FA,0,,N,,3,GROVESPRING SENIOR HOUSING PROJE,9/16/1993,4/29/2042,12,0,0,0,0,0,1,1,9
292789059,01,6,40.913342,-90.289222,17095,DOUGLAS STREET APTS TR #775363005- DAK,300 W.  DOUGLAS ST., , ,KNOXVILLE,IL,61448,8,FA,0,,N,,2,"DAK MANAGEMENT, INC",3/23/1984,3/23/2004,0,8,0,0,0,0,0,1,7
292801308,01,0,36.287172,-76.23793,37139,WOODSTOCK I APARTMENTS,1401 WALKER AVE,,,ELIZABETH CITY,NC,27909,118,FA,0,,N,,2,GEM MANAGEMENT LLC,10/8/1980,2/22/2033,24,80,14,0,0,0,6,8,87
292833743,01,3,36.889118,-89.936348,29207,BLOOMFIELD APTS,600 LOCKWOOD COURT, , ,BLOOMFIELD,MO,63825,16,FA,0,,Y,12/10/2002,2,MACO MANAGEMENT CO INC,6/24/1988,12/10/2007,10,6,0,0,0,0,1,1,15
292905575,01,1,42.662709,-85.281835,26015,HASTINGS NORTH APTS,1633 NORTH EAST ST, , ,HASTINGS,MI,49058,24,MX,0,,Y,12/14/2028,2,RED OAK MANAGEMENT,12/9/1998,12/9/2028,12,12,0,0,0,0,2,0,20
293086107,01,6,33.741486,-82.759972,13317,SESSOMS APARTMENTS,312 LEXINGTON AVE,,,WASHINGTON,GA,30673,4,FA,0,,N,,2,W. T. LAMB INVESTMENTS,10/28/1981,10/28/2001,0,4,0,0,0,0,0,1,0
293146397,01,1,17.70475,-64.86627,78010,CONCORDIA MANOR III C/O PAN AMERICAN,141 ESTATE CONCORDIA,,,FREDERIKSTED,VI,840,20,FA,0,,Y,1/25/2011,2,"PAN AMERICAN INVESTMENTS, INC",1/25/1996,1/25/2046,0,16,4,0,0,0,0,2,20
293255581,01,8,36.283798,-92.511587,5005,WALNUT LANE APTS,419 WALNUT HILL LN,,,COTTER,AR,72626,24,EL,0,,Y,3/16/2036,2,PROFESSIONAL PROPERTY MANAGEMENT,5/28/1982,3/16/2046,20,4,0,0,0,0,1,2,0
293374944,01,2,33.877958,-91.467485,5041,THE MEADOWS,70 JACK DANTE DR,,,DUMAS,AR,71639,33,EL,0,,Y,9/30/2030,2,"ASC PROPERTY MANAGEMENT, INC",6/3/1993,9/30/2030,17,16,0,0,0,0,3,3,32
293607629,01,2,35.122403,-81.518654,45021,BLACKSBURG TERRACE,208 W. CAROLINA ST., , ,BLACKSBURG,SC,29702,32,EL,0,,Y,2/28/2046,2,GEM MANAGEMENT LLC,2/12/1992,2/28/2046,32,0,0,0,0,0,0,2,32
293701413,01,9,37.931892,-86.989883,18147,SPENCER VILLAGE APARTMENTS,"1010 WEST 3RD STREET,  #25", , ,GRANDVIEW,IN,47615,24,FA,0,1,N,,2,LANDMARK MANAGEMENT,6/27/1997,6/27/2037,24,0,0,0,0,0,0,2,24
293721480,01,3,36.56418,-90.50802,29023,HERITAGE VILLA APTS,SECOND & HIGH ST,,,NEELYVILLE,MO,63954,8,FA,0,,Y,12/31/2006,2,MACO MANAGEMENT CO INC,10/28/1992,11/10/2042,4,4,0,0,0,0,1,1,8
293946975,02,2,30.46691,-88.54585,28059,ESCATAWPA VILLAGE,8603 HWY 613, , ,ESCATAWPA,MS,39562,32,FA,0,,N,,2,"OSC - MANAGEMENT, INC",5/2/1996,8/15/2048,8,24,0,0,0,0,1,2,31
294068257,04,9,43.1161,-96.959947,46125,CENTRE VILLA APTS,800 GARFIELD,,,CENTERVILLE,SD,57014,8,FA,0,,N,,2,SKOGEN COMPANY,10/14/1976,2/1/2025,0,8,0,0,0,0,0,1,8
294068257,03,7,43.173617,-97.08578,46125,DANISH VILLA APTS,312 N. MAPLE, , ,VIBORG,SD,57070,8,FA,0,,N,,2,SKOGEN COMPANY,12/7/1976,2/1/2025,0,8,0,0,0,0,0,0,8
294225721,01,4,30.29723,-81.981483,12031,BALDWIN VILLAGE APT,110 HIGGINBOTHAM ST., , ,BALDWIN,FL,32234,38,FA,0,1,Y,12/31/2032,2,"HALLMARK MANAGEMENT, INC",12/9/1983,9/21/2046,10,24,4,0,0,0,2,0,37
294267786,01,4,35.958603,-95.409797,40145,YORKSHIRE PLACE APT,201 S YORKSHIRE BLVD,,,WAGONER,OK,74467,96,FA,0,,Y,12/31/2055,2,GREEN COMPANIES DEVELOPMENT GROU,8/14/1986,6/16/2044,36,50,10,0,0,0,5,10,40
294340673,01,7,40.769725,-87.9951,17183,RANKIN TERRACE,290 W 3RD ST,,,RANKIN,IL,60960,8,FA,0,,N,,2,PALEN MANAGEMENT,11/21/1978,11/21/1998,2,6,0,0,0,0,0,1,7
294358940,01,6,40.152636,-79.549734,42129,INDEPENDENCE APART,919 W MAIN ST,,,MOUNT PLEASANT,PA,15666,28,EL,0,,Y,12/31/2005,2,"TM ASSOCIATES MANAGEMENT, INC",8/6/1991,8/6/2021,28,0,0,0,0,0,0,4,27
294438861,01,2,37.98659,-120.36957,6109,SONORA TERRACE APTS,200 GREENLEY RD,,,SONORA,CA,95370,46,FA,0,1,Y,9/28/2018,2,AWI MANAGEMENT COMPANY,10/7/1988,3/1/2029,17,26,3,0,0,0,3,3,24
294684975,01,5,38.138931,-92.575601,29131,BROOKVIEW APTS OF OSAGE BEACH PH III,3250 BROOKVIEW DRIVE, , ,KAISER,MO,65047,23,FA,0,,N,,2,BROOKVIEW MANAGEMENT INC,8/29/1988,3/16/2038,6,16,1,0,0,0,0,2,19
294751138,01,4,33.35386,-79.658665,45089,MAGNOLIA PARK APTS,3729 COUNTY LINE ROAD, , ,ANDREWS,SC,29510,24,FA,0,,Y,2/26/2028,2,GEM MANAGEMENT LLC,2/26/2008,2/26/2028,4,16,4,0,0,0,3,0,24
294915690,03,5,44.559224,-87.619698,55061,NORTHSIDE APTS,115 WIESNER AVE,,,CASCO,WI,54205,22,EL,0,,N,,3,EXCALIBUR LLC,9/12/1980,5/20/2003,18,4,0,0,0,0,0,0,17
294961444,01,9,30.973821,-92.051512,22009,COTTONWOOD APTS,1008 COTTONWOOD LOOP,,,COTTONPORT,LA,71327,24,FA,0,,Y,4/11/2043,2,MAC REAL ESTATE LLC,11/27/1985,4/11/2043,8,16,0,0,0,0,3,4,13
294999931,02,1,41.042127,-79.504191,42031,CHERRY RUN ESTATES,538 CHESTNUT ST,,,RIMERSBURG,PA,16248,24,EL,0,1,N,,3,CLARION CO HOUSING AUTHORITY,11/13/1980,9/30/2046,24,0,0,0,0,0,2,0,24
295006934,02,8,41.389475,-85.423518,18113,AUTUMN HILLS II,207 AUTUMN HILLS DR,,,ALBION,IN,46701,36,EL,0,,N,,2,CAMCO,10/2/1985,10/21/2005,36,0,0,0,0,0,2,2,32
295065353,01,2,40.438172,-85.000669,18075,CANTERBURY APTS PORTLAND ELDERLY LP,401 CANTERBURY LANE,,,PORTLAND,IN,47371,32,EL,0,,Y,12/31/2008,2,OLYNGER MANAGEMENT CORP.,3/1/1994,3/1/2034,32,0,0,0,0,0,0,5,27
295161276,01,7,28.228128,-81.316245,12097,WOODLAND TERRACE,4309 W NEW NOLTE RD, , ,ST. CLOUD,FL,34772,50,EL,0,1,Y,9/21/2046,2,"HALLMARK MANAGEMENT, INC",11/4/1988,9/21/2046,38,12,0,0,0,0,3,0,42
295262913,01,5,42.661975,-85.281817,26015,HASTINGS MEADOWS C/O RED OAK MGMT,1536 N. EAST STREET,,,HASTINGS,MI,49058,24,EL,0,,Y,7/9/2006,2,RED OAK MANAGEMENT,7/9/1991,3/22/2037,20,4,0,0,0,0,2,0,22
295264557,01,1,37.85019,-90.50414,29187,HERITAGE MANOR APARTMENTS,LEE & SECOND ST, , ,PARK HILLS,MO,63601,12,FA,0,,N,,2,MACO MANAGEMENT CO INC,4/3/1985,2/16/2025,4,8,0,0,0,0,1,0,12
295284747,01,8,39.11162,-80.40769,54041,JANE LEW MANOR APT C/O UNITED PROPERTY,MAIN & LOCUST STREET,,,JANE LEW,WV,26378,32,FA,0,,N,,2,UNITED PROPERTY MANAGEMENT,2/26/1986,2/26/2006,20,12,0,0,0,0,0,0,24
295314632,01,9,40.981991,-81.784515,39169,RITTMAN ACRES APT,330 VILLA ROAD,,,RITTMAN,OH,44270,46,EL,0,,N,,2,NEIGHBORHOOD PROPERTY MANAGEMENT,1/28/1999,1/28/2029,46,0,0,0,0,0,0,5,42
295427051,01,7,44.216246,-70.520386,23017,HILLSIDE TERRACE APTS,18 GARY ST,,,SOUTH PARIS,ME,4281,25,EL,0,,Y,8/1/2004,2,MADISON AVENUE ASSOC,8/1/1989,8/1/2009,16,9,0,0,0,0,2,1,25
295523417,01,3,37.722842,-79.34728,51163,HILLCREST,1400 SPRUCE AVE, , ,BUENA VISTA,VA,24416,40,FA,0,,Y,12/27/2022,2,MARK-DANA CORP,12/23/1987,,10,30,0,0,0,0,2,5,28
295609516,01,0,37.56935,-84.27763,21151,SILVER CREEK II,100 MIRACLE ST,,,BEREA,KY,40403,24,EL,0,,Y,3/5/2042,2,WINTERWOOD INC,7/31/1990,3/5/2042,24,0,0,0,0,0,2,0,24
295675971,01,0,42.756433,-75.888347,36053,DERUYTER SR APTS,1630 CORTLAND ST,,,DERUYTER,NY,13052,24,EL,0,,Y,12/31/2000,2,TWO PLUS FOUR MGMT,11/6/1991,11/6/2041,22,2,0,0,0,0,2,3,0
295734326,01,9,38.604544,-86.109907,18175,MAPLE LEAF APTS C/O LANDMARK MANAGEMENT,804 W MARKET ST #100,,,SALEM,IN,47167,30,EL,0,,N,,2,LANDMARK MANAGEMENT,12/14/1989,12/14/2039,30,0,0,0,0,0,0,0,19
295867358,02,4,39.83479,-77.906511,42055,BRINDLE ESTATES,210 BRINDLE DR,,,MERCERSBURG,PA,17236,20,EL,0,,N,,2,PROPERTY MGMT INC,4/15/1993,,20,0,0,0,0,0,0,0,20
295942596,06,1,38.647668,-86.254215,18175,TAYLOR APARTMENTS C/O HOOSIER UPLANDS,133 WEST STATE HIGHWAY 60, , ,CAMPELLSBURG,IN,47108,16,FA,0,,N,,3,HOOSIER UPLANDS,8/6/1982,2/1/2030,5,11,0,0,0,0,0,0,16
295942596,04,8,38.740473,-86.472296,18093,PERSIMMON PARK APT,406 WADE STREET, , ,MITCHELL,IN,47446,54,FA,0,,N,,3,HOOSIER UPLANDS,3/1/1986,12/1/2026,0,54,0,0,0,0,0,0,45
295942596,02,4,38.596937,-86.080907,18175,NEW HORIZON APTS. HOOSIER UPLANDS,"905 ASPEN DRIVE, SUITE 105", , ,SALEM,IN,47167,56,FA,0,,N,,3,HOOSIER UPLANDS,6/18/1971,8/27/2033,12,40,4,0,0,0,0,13,41
296035790,01,2,34.698296,-85.269131,13295,LAFAYETTE GARDENS,709 PATTERSON ROAD,,,LAFAYETTE,GA,30728,20,FA,0,,Y,1/1/2030,2,"CAHEC MANAGEMENT, INC",5/8/1975,12/10/2044,1,19,0,0,0,0,2,0,20
296043790,01,7,34.764575,-79.4718,37165,WILLOW WOOD AT LAURINBURG,1203 SUNSET DRIVE,,,LAURINBURG,NC,28352,38,EL,0,,N,,2,GEM MANAGEMENT LLC,4/22/1986,5/4/2026,38,0,0,0,0,0,2,2,38
296132436,03,3,42.885291,-71.986471,33011,ROCKBROOK APTS,475 UNION STREET,,,WEST PETERBOROUGH,NH,3458,24,FA,0,1,N,,2,STEWART PROPERTY MANAGEMENT,11/21/1984,6/25/2018,6,18,0,0,0,0,2,1,24
296148948,01,5,39.762697,-84.631467,39135,WOODVIEW COMMON APT,347 EATON LEWISBURG RD,,,EATON,OH,45320,56,EL,0,1,N,,2,FAIRFIELD HOMES INC,2/13/1979,7/1/2045,48,8,0,0,0,0,3,0,48
296235994,03,2,43.600985,-97.619809,46035,ETHAN DEV CORP,106 S 5TH,114 S 5TH, ,ETHAN,SD,57334,8,FA,0,,N,,3,INTEGRITY MANAGEMENT COMPANY,12/6/1974,11/1/2024,4,4,0,0,0,0,0,1,5
296239058,01,2,43.346414,-70.974128,33017,SALMON FALLS,1 SALMON FALLS RD, , ,ROCHESTER,NH,3868,32,FA,0,,N,,2,PRESERVATION MGMT INC,8/1/1985,11/26/2011,6,26,0,0,0,0,2,0,30
296429723,02,2,38.046526,-77.357849,51033,CAROLINE MANOR II APTS,15478 CAROLINE MANOR CIR,,,BOWLING GREEN,VA,22427,17,FA,0,,N,,2,"TM ASSOCIATES MANAGEMENT, INC",7/27/1988,7/9/2010,0,13,4,0,0,0,1,0,14
296489618,02,6,40.366159,-89.540766,17179,DELAVAN APARTMENTS,901 S CEDAR ST,,,DELAVAN,IL,61734,16,FA,0,,N,,2,THE CITY OF PEKIN HOUSING AUTHOR,10/6/1983,7/27/1999,8,8,0,0,0,0,0,3,16
296644204,01,9,41.359157,-93.546342,19181,INDIAN COUNTRY APTS,1210 E 1ST AVE,,,INDIANOLA,IA,50125,42,FA,0,1,N,,3,WARREN COUNTY COMMUNITY HOUSING,9/1/1992,9/1/2012,13,29,0,0,0,0,3,1,21
296677432,02,7,39.801514,-87.654442,17045,LINCOLNSHIRE APTS.,101 E. LINCOLNSHIRE,,,CHRISMAN,IL,61924,16,FA,0,,Y,12/31/2043,2,MACO MANAGEMENT CO INC,2/8/1979,6/1/2042,2,14,0,0,0,0,0,0,14
296694629,02,2,42.801768,-77.795433,36051,CLAYTON HEIGHTS,100 CLAYTON HEIGHTS,,,GENESEO,NY,14454,24,EL,0,,Y,12/14/2021,2,TWO PLUS FOUR MGMT,12/14/2006,12/14/2036,24,0,0,0,0,0,2,0,12
296919359,01,7,39.41776,-85.007812,18047,NEW WHITEWATER PLACE L.P.,296 WEBERS LN,,,BROOKVILLE,IN,47012,32,EL,0,,Y,9/1/2023,2,OLYNGER MANAGEMENT CORP.,8/1/1988,9/1/2038,30,2,0,0,0,0,0,4,26
296921708,01,3,33.349292,-90.779749,28151,"LOONEY, JOHN M",109 BUCK RD,,,LELAND,MS,38756,1,FA,1,,N,,1,"LOONEY, JOHN M",9/10/2002,9/10/2022,0,0,1,0,0,0,0,0,0
297115803,01,6,44.555054,-69.123203,23027,MOOSEHEAD TRAIL,30 MOOSEHEAD TRAIL HWY,,,BROOKS,ME,4921,24,EL,0,,Y,12/31/2002,2,CB MATTSON,10/1/1987,10/1/2007,21,3,0,0,0,0,1,0,23
297150343,01,6,40.429611,-89.047073,17179,MINIER COUNTRY VLG.,207-211 SPRINGTOWN,ROAD,,MINIER,IL,61759,12,FA,0,,N,,2,"JAKKS MANAGEMENT , INC",5/13/1993,5/13/2013,6,6,0,0,0,0,1,0,12
297176345,01,3,36.854477,-83.940056,21121,MAPLEWOOD APTS,70 MAPLEWOOD ST,,,BARBOURVILLE,KY,40906,24,EL,0,,Y,12/9/2024,2,GEM MANAGEMENT LLC,10/15/1992,12/9/2040,24,0,0,0,0,0,2,0,24
297250436,01,4,42.311886,-93.645234,19079,JEWELL HOUSING INC,1002 2ND ST,,,JEWELL,IA,50130,16,FA,0,,N,,3,MURPHY ENTERPRISES,6/14/1978,,13,3,0,0,0,0,0,0,11
297258396,01,1,40.403767,-82.463387,39083,HIAWATHA VILLAGE,1000 BEECH STREET,,,MT. VERNON,OH,43050,73,EL,0,1,N,,2,BELMONT PROPERTIES INC,5/14/1981,7/15/2008,65,8,0,0,0,0,0,21,46
297265485,02,2,37.359627,-85.328346,21217,AIRVIEW APARTMENTS,710 HIGH PINE ST,OFFICE,,CAMPBELLSVILLE,KY,42718,36,FA,0,1,Y,12/17/2030,2,WINTERWOOD INC,10/25/1979,12/17/2045,0,36,0,0,0,0,1,0,35
297437488,01,1,45.724102,-93.178217,27059,BRAHAM SQUARE TOWNH,507 3RD ST SW,,,BRAHAM,MN,55006,18,FA,0,,Y,12/31/2028,2,CEPCO INC,11/2/1998,11/2/2018,0,12,6,0,0,0,3,0,14
297522427,01,1,32.692302,-115.486133,6025,LAS PRADERAS APT,1000 MEADOWS,,,CALEXICO,CA,92231,60,FA,2,,N,,2,CONAM MANAGEMENT,9/1/2020,10/1/2053,0,44,16,0,0,0,0,0,59
297562095,01,0,37.126755,-85.961802,21009,HAPPY VALLEY APTS.,418 E HAPPY VALLEY ST,,,CAVE CITY,KY,42127,24,FA,0,,N,,2,VOLUNTEER MGMT,1/30/1986,1/30/2006,0,24,0,0,0,0,2,2,22
297574501,03,5,46.657824,-99.35852,38093,STREETER HOUSING,122 HELEN ST N, , ,STREETER,ND,58483,6,FA,0,,N,,3,"FRIESON, JENNI L",10/5/1981,9/27/2004,6,0,0,0,0,0,1,4,6
297609822,05,2,38.816447,-90.850019,29183,WENTZVILLE SENIOR CITIZENS CORP,610 ELDER CT,,,WENTZVILLE,MO,63385,66,EL,0,,N,,3,WENTZVILLE SENIOR CITIZENS' CORP,12/17/1970,9/1/2010,64,2,0,0,0,0,0,1,30
297614982,01,8,44.455166,-98.700025,46005,ALLEN HOUSE,110 SHEEHAN ST S,,,WESSINGTON,SD,57381,4,FA,0,,N,,3,ALLEN CREDIT & DEBT COUNSELING A,9/15/1977,4/30/2029,0,4,0,0,0,0,0,1,3
297644406,01,7,42.716537,-94.226997,19091,BRIARWOOD APTS,1708-1810 WILDCAT RD,,,HUMBOLDT,IA,50548,20,FA,0,,Y,4/25/2010,2,CARLSON PROPERTY HOLDINGS & MGMT,4/25/1995,5/25/2045,8,8,4,0,0,0,2,2,18
297667615,01,4,40.670909,-78.998429,42063,CLYMER PARK STANFORD MANAGEMENT,100 HILLSIDE DRIVE, , ,CLYMER,PA,15728,32,FA,0,,Y,10/31/2024,2,STANFORD MGMT LLC,12/19/1994,12/19/2044,4,18,10,0,0,0,2,6,28
297737204,01,2,44.225571,-93.445946,27131,COUNTRY VIEW COURT,104 2ND STREET SW, , ,MORRISTOWN,MN,55052,8,FA,0,,N,,2,"SMR MANAGEMENT, INC",10/1/1983,6/17/2003,8,0,0,0,0,0,1,0,7
297895261,01,9,42.012232,-71.543507,44007,DEERFIELD COMMONS APTS,190 ST PAUL STREET,,,NORTH SMITHFIELD,RI,2895,80,EL,0,,Y,12/17/2028,2,PROPERTY ADVISORY GROUP,9/29/1992,12/17/2042,80,0,0,0,0,0,4,1,80
297902617,01,4,45.146958,-94.682125,27093,GROVE HEIGHTS TH,1 MAPLE LN,,,GROVE CITY,MN,56243,26,FA,0,,N,,3,VAN BINSBERGEN & ASSOC,4/29/1964,1/30/1988,20,6,0,0,0,0,0,2,23
297943118,03,3,40.51898,-94.61552,29227,SHERIDAN-VILLA,4TH & LINCOLN STREET,,,SHERIDAN,MO,64486,16,FA,0,1,N,,3,SHERIDAN RURAL RENTAL HSG CORP,4/20/1978,10/1/2037,16,0,0,0,0,0,0,1,5
298109731,01,4,38.210829,-89.984056,17157,RED BUD APTS.,225 LOCKWOOD DR,,,RED BUD,IL,62278,20,FA,0,,Y,12/31/2022,2,MACO MANAGEMENT CO INC,10/13/1993,10/13/2043,8,12,0,0,0,0,0,1,13
298143498,03,5,43.199314,-78.249695,36073,"WATT, CHRISTOPHER",13522 W LEE RD,,,ALBION,NY,14411,10,FA,1,,N,,3,,9/17/1982,9/17/2002,10,0,0,0,0,0,0,0,0
298291854,02,2,31.979969,-83.768513,13081,WILLOW APARTMENTS,1210 BLACKSHEAR RD,,,CORDELE,GA,31015,31,FA,0,,Y,12/31/2030,2,"CAHEC MANAGEMENT, INC",4/6/1992,11/15/2030,4,21,6,0,0,0,2,1,29
298346810,01,7,44.575205,-73.522306,36019,APPLE VALLEY SR HSG,1 APPLE VALLEY DR,,,PERU,NY,12972,30,EL,0,,N,,3,APPLE VALLEY SR HSG CORP INC,7/16/1980,7/16/2000,30,0,0,0,0,0,0,0,0
298374826,02,2,42.211881,-85.885952,26159,"LYON APARTMENTS % MRD, INC.",518 RIVER ROAD, , ,PAW PAW,MI,49079,24,FA,0,,N,,2,MRD APARTMENTS,8/13/1985,8/13/2005,2,22,0,0,0,0,0,0,13
