StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_5_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2021-10-20 13:29:18,2021-10-20 13:32:11,IP Address,174.243.83.252,100,173,True,2021-10-20 13:32:12,R_2v3d3MrKTX0cSzH,,,,,41.2975006103515625,-96.09929656982421875,anonymous,EN,Yes,1-5 years,,,,,,Yes,Rent,,Duplex/Fourplex,,"$900-$1,199",Fair,No,Yes,Other,Liminality of hiring practices,"Duplex,Independent Living Complex",No,1,2,3,4,5,,Idk,Quality housing,Male,26 - 40,2,2,White or Caucasian,"$60,000-$79,999"
2021-10-20 13:29:09,2021-10-20 13:32:26,IP Address,107.4.164.170,100,196,True,2021-10-20 13:32:26,R_2aaTrn06PzaHz87,,,,,44.805999755859375,-93.140899658203125,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough quality housing,,,Yes,4,2,5,3,1,Create more density.,People are poor.,,Male,26 - 40,2,1,White or Caucasian,"$100,000-$149,999"
2021-10-20 13:32:29,2021-10-20 13:34:31,IP Address,75.117.230.50,100,121,True,2021-10-20 13:34:31,R_1N9v5Yndaxeamsm,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,Less than 1 year,,,,,,Yes,Other,dorm,Other,dorm,"$2,000 or more",Good,No,Yes,Not enough of the right home styles,,Duplex,No,3,1,2,4,5,,,,Female,18 - 25,2,0,Black or African American,"$19,999 or less"
2021-10-20 13:00:09,2021-10-20 13:34:35,IP Address,172.58.69.69,100,2066,True,2021-10-20 13:34:35,R_29nAh7sN0tZytbX,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Less than 1 year,,,,,,Yes,Other,college housing,Other,dorm,Less than $300,Good,No,Yes,Not enough affordable housing,,Independent Living Complex,No,3,2,1,4,5,,,,Female,18 - 25,2,0,White or Caucasian,"$19,999 or less"
2021-10-20 13:29:00,2021-10-20 13:35:31,IP Address,173.24.21.131,100,391,True,2021-10-20 13:35:32,R_zSz8chlhLFKQuvn,,,,,42.040496826171875,-92.91269683837890625,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,No,Other,No perspective to judge,"Independent Living Complex,Assisted Living Complex",Yes,,,,,,,A quickly diversifying range of residents' socio-economic situations,,Male,56-70,2,0,White or Caucasian,"$100,000-$149,999"
2021-10-20 13:33:05,2021-10-20 13:35:44,IP Address,76.218.77.97,100,159,True,2021-10-20 13:35:44,R_7QFYG8weyrrvt4J,,,,,34.10040283203125,-118.2946014404296875,anonymous,EN,No,,Other,,"Better quality housing options,Better community amenities","Would be interested in up-sizing,Would be interested in an existing single-family home","$325,000-$400,000",,,,,,,,,,Other,,,No,2,4,1,3,5,,,,Male,41-55,2,3,White or Caucasian,"$200,000 or more"
2021-10-20 13:36:24,2021-10-20 13:39:27,IP Address,216.248.122.154,100,183,True,2021-10-20 13:39:28,R_1C1MQ6jQl6Vg3Ig,,,,,41.7012939453125,-91.67749786376953125,anonymous,EN,No,,I own a home elsewhere,,Better community amenities,Would be interested in an existing single-family home,"Less than $100,000",,,,,,,,,,Not enough quality housing,,,No,4,2,1,3,5,,,,Male,18 - 25,2,0,White or Caucasian,"$60,000-$79,999"
2021-10-20 13:36:19,2021-10-20 13:41:41,IP Address,173.20.230.184,100,322,True,2021-10-20 13:41:41,R_2aslKhYJuZt9IZf,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough quality housing,,,Yes,4,2,3,1,5,,"Availability of single family homes that are not massive early 1900's home that are less than $200k. Starter homes are needed that are affordable while also livable. ","Tax incentives for new construction of affordable single-family homes. Build out that Mahaska internet. Incentive programs for improving existing homes that are falling apart. ",Male,41-55,1,1,White or Caucasian,"$100,000-$149,999"
2021-10-20 13:40:14,2021-10-20 13:41:59,IP Address,63.227.77.253,100,104,True,2021-10-20 13:41:59,R_3k5shusQmalNw6e,,,,,40.6280975341796875,-105.5691986083984375,anonymous,EN,Yes,1-5 years,,,,,,Yes,Other,Dorm,Other,Dorm,Less than $300,Excellent,Yes,Yes,Not enough quality housing,,"Duplex,Independent Living Complex",No,1,2,3,4,5,,,,Other,26 - 40,1,2,Don’t wish to answer,"$60,000-$79,999"
2021-10-20 13:39:49,2021-10-20 13:42:59,IP Address,132.161.213.133,100,189,True,2021-10-20 13:42:59,R_3r2381mOH1BKFyS,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$300-$499,Poor,Yes,Yes,Not enough affordable housing,,,No,4,1,2,3,5,,,,Female,41-55,2,0,White or Caucasian,"$100,000-$149,999"
2021-10-20 13:38:06,2021-10-20 13:43:36,IP Address,46.142.193.70,100,329,True,2021-10-20 13:43:36,R_3jd6Q0hahdfV350,,,,,51.2993011474609375,9.490997314453125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$2,000 or more",Good,No,Yes,Not enough quality housing,,Independent Living Complex,No,,,,,,,Lack of oversight of rental units,Support and incentives to interested folks wanting to purchase a home and over seeing rentals to ensure they are safe and in proper condition,Female,56-70,2,0,Don’t wish to answer,"$150,000-$199,999"
2021-10-20 13:35:09,2021-10-20 13:43:58,IP Address,132.161.177.190,100,528,True,2021-10-20 13:43:59,R_2YiaF7QSxNR8ceJ,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,"$900-$1,199",Fair,Yes,Yes,Not enough quality housing,,,No,4,2,1,3,5,,brute force capitalism,"Incentive and education programs to transition renters to owners, ",Female,26 - 40,2,1,Black or African American,"$60,000-$79,999"
2021-10-20 13:42:49,2021-10-20 13:45:23,IP Address,130.45.34.40,100,154,True,2021-10-20 13:45:24,R_3dEriO8YaQL2b99,,,,,29.4873046875,-98.4532012939453125,anonymous,EN,No,,I own a home elsewhere,,"More affordable housing options,Better quality housing options",Would be interested in renting,"Less than $100,000",,,,,,,,,,,,Duplex,No,,,,,,,,,Female,18 - 25,4,0,White or Caucasian,"$100,000-$149,999"
2021-10-20 13:42:37,2021-10-20 13:46:48,IP Address,207.32.21.187,100,250,True,2021-10-20 13:46:48,R_XtywNFFOIamNs5P,,,,,41.2946014404296875,-92.64420318603515625,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Other,Costs are too much (or too little equaling low quality),"Independent Living Complex,Assisted Living Complex",No,4,3,1,2,5,,"Folks living in Iowa City, Des Moines, and Cedar Rapids that work in Grinnell",Pass a bond for a new school,Male,41-55,2,3,White or Caucasian,"$150,000-$199,999"
2021-10-20 13:45:02,2021-10-20 13:47:24,IP Address,174.212.228.135,100,142,True,2021-10-20 13:47:25,R_1eY60QqpXdj8kDa,,,,,39.738800048828125,-104.9868011474609375,anonymous,EN,Yes,Less than 1 year,,,,,,Yes,Other,,Other,,,Good,No,No,Not enough affordable housing,,,No,5,1,2,3,4,,,,Female,18 - 25,,,White or Caucasian,
2021-10-20 13:45:48,2021-10-20 13:48:08,IP Address,107.77.206.32,100,140,True,2021-10-20 13:48:09,R_1jSYUuVpM8jfxLS,,,,,41.87640380859375,-87.6132965087890625,anonymous,EN,Yes,1-5 years,,,,,,Yes,Rent,,Apartment,,Less than $300,Fair,No,Yes,,,,No,3,1,4,2,5,,,,,18 - 25,2,0,White or Caucasian,"$19,999 or less"
2021-10-20 13:46:53,2021-10-20 13:50:27,IP Address,132.161.135.142,100,214,True,2021-10-20 13:50:27,R_28Zl8fUqVFfPG4H,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,$700-$899,Fair,Yes,Yes,Not enough affordable housing,,,No,1,2,3,4,5,,Greed,,Other,26 - 40,2,1,White or Caucasian,"$60,000-$79,999"
2021-10-20 13:49:23,2021-10-20 13:52:43,IP Address,132.161.195.19,100,199,True,2021-10-20 13:52:43,R_1mFuLicgnjTQBVS,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$300-$499,Good,Yes,Yes,Not enough of the right home styles,,"Duplex,Independent Living Complex,Assisted Living Complex",No,3,1,2,4,5,,"I don't think rentals are inspected enough. ","We need to make sure we have standards for rentals. ",Female,56-70,2,0,White or Caucasian,"$150,000-$199,999"
2021-10-20 13:44:09,2021-10-20 13:53:20,IP Address,132.161.218.137,100,551,True,2021-10-20 13:53:20,R_3hAYmvtzwh0cgQp,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,6-10 years,,,,,,Yes,Rent,,Apartment,,$700-$899,Good,Yes,,Other,no middle ground between super expensive and cheap and crappy housing,"Duplex,Independent Living Complex",No,4,1,2,3,5,,"I don't believe there's any incentive for improvement. Prices keep increasing for houses, and there isn't enough competition for rental properties.",,Male,26 - 40,1,0,White or Caucasian,"$20,000-$39,999"
2021-10-20 13:52:57,2021-10-20 13:55:02,IP Address,132.161.163.199,100,124,True,2021-10-20 13:55:02,R_ZmEf46pUo1pwVBD,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,Less than 1 year,,,,,,No,Other,dorm,Other,dorm,$500-$699,Very bad,No,No,,,Independent Living Complex,Yes,2,4,3,1,5,,Grinnell College Residence Life,,Male,18 - 25,2,0,Asian or Pacific Islander,"$19,999 or less"
2021-10-20 13:44:38,2021-10-20 14:02:39,IP Address,50.83.107.9,100,1081,True,2021-10-20 14:02:39,R_25ZsJMhZp6sXRBd,,,,,42.040496826171875,-92.91269683837890625,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,"$1,500-1,999",Excellent,No,Yes,Not enough quality housing,,"Duplex,Independent Living Complex,Assisted Living Complex",No,2,3,1,4,5,,"Honestly, I think Grinnell lacks a reason for growth that spurs new, nice apartments and developments. The businesses in town aren't growing fast enough and the downtown lacks sufficient restaurants and activities. There are so many older homes in town that would require expensive updating to be modern that it locks homeowners into limited options and there aren't nearly enough new, nice apartments that would draw folks from cities used to newer developments. It becomes a chicken and the egg situation.","We need new apartment complexes that are nice and modern that will helpfully draw more young professionals to Grinnell. ",Female,26 - 40,2,0,White or Caucasian,"$100,000-$149,999"
2021-10-20 13:57:22,2021-10-20 14:03:19,IP Address,173.56.88.221,100,357,True,2021-10-20 14:03:19,R_2QupXrZTtS3FPtL,,,,,41.1392974853515625,-73.701202392578125,anonymous,EN,Yes,Less than 1 year,,,,,,No,Other,college,Other,dorm,$700-$899,Poor,No,Yes,Not enough quality housing,,Independent Living Complex,No,2,3,1,4,5,,Lack of interest in living in Grinnell due to how few things there are to do in the area/the town,"open more things in town for people to do 
",Female,18 - 25,2,0,White or Caucasian,
2021-10-20 14:06:46,2021-10-20 14:13:23,IP Address,132.161.216.169,100,396,True,2021-10-20 14:13:23,R_3Hzyp2Gx7z7CZ5P,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$500-$699,Excellent,Yes,Yes,Other,I don't know,"Duplex,Independent Living Complex,Assisted Living Complex",No,1,2,3,5,4,Build more Condo style complexes,Not certain. Have heard that certain individuals own and control a lot of property,Housing should meet reasonable standards. Some rentals lack insulation and people are surprised by huge utility bills for example.,Female,56-70,4,0,White or Caucasian,"$100,000-$149,999"
2021-10-20 14:12:53,2021-10-20 14:16:02,IP Address,132.161.135.208,100,188,True,2021-10-20 14:16:02,R_30oAaMg5LUS8scw,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,6-10 years,,,,,,,,,Apartment,,,Fair,Yes,Yes,Not enough quality housing,,Independent Living Complex,No,1,3,2,4,5,,"College students in rural settings are a captive audience and there is no reason to improve living options because they know students don’t have a selection to choose from. ",,Female,26 - 40,1,0,White or Caucasian,"$40,000-$59,999"
2021-10-20 13:54:28,2021-10-20 14:34:52,IP Address,132.161.237.201,100,2423,True,2021-10-20 14:34:52,R_2PusWQ56eCISGRv,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,,,,Yes,4,1,2,3,5,,Lack of incentives and fear of higher property tax rates after improvements are made.,"Property taxes need to be capped for the elderly who are still in their old homes, and there need to be tax and other incentives and guidelines for making home improvements and for new buyers. Sensitvie rehabilitation of old homes should be a priority.
If more housing is to be built, it needs to be planned with maximum GREEN SPACE in mind. E.g. houses and apartments around a large common green. Also more emphasis on green parks and safe bike paths a trails connecting them, as well as safe bike paths to schools and downtown. More needs to be done to encourage biking and walking. 
If the city could team with a graduate program in architecture - Iowa State? - it could be exciting to have grad students work directly with lower income families to design affordable housing that meets their needs and is something that the owners can take pride in. It would also provide great experience for the students involved. Similar programs have been successful in other places.           While looking to build for the future, Grinnell needs to always keep its rich history in mind, capitalizing on the good things that already exist.",Male,56-70,1,0,I identify with 2 or more groups,"$60,000-$79,999"
2021-10-20 14:42:30,2021-10-20 14:45:19,IP Address,209.107.177.195,100,169,True,2021-10-20 14:45:19,R_1eOGEJZExZlxGPn,,,,,28.6343994140625,-81.622100830078125,anonymous,EN,Yes,1-5 years,,,,,,Yes,Other,Student Housing @ Grinnell College,Apartment,,$700-$899,Good,No,Yes,Not enough quality housing,,Duplex,Yes,3,2,1,4,5,,Less Income,,Male,18 - 25,2,0,I identify with 2 or more groups,"$40,000-$59,999"
2021-10-20 14:52:15,2021-10-20 14:54:16,IP Address,66.43.233.25,100,121,True,2021-10-20 14:54:16,R_1Cx5gHyOvRxZtqP,,,,,41.84539794921875,-93.900299072265625,anonymous,EN,Yes,1-5 years,,,,,,Yes,Other,student,Other,dorm,,Good,Yes,Yes,Not enough affordable housing,,,No,,,,,,,,,Female,18 - 25,1,0,,
2021-10-20 15:01:52,2021-10-20 15:03:38,IP Address,132.161.162.102,100,106,True,2021-10-20 15:03:39,R_AAJ4Abnrgx7W9Cp,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,1-5 years,,,,,,Yes,Other,College owned housing,Single family home,,Less than $300,Fair,No,Yes,,,,No,3,2,1,4,5,,,,Female,18 - 25,5 or more adults,0,White or Caucasian,"$19,999 or less"
2021-10-20 15:01:20,2021-10-20 15:19:28,IP Address,132.161.216.205,100,1087,True,2021-10-20 15:19:28,R_2wNzIM1bYGqWZHf,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,6-10 years,,,,,,Yes,Rent,,Apartment,,$700-$899,Fair,No,Yes,Not enough affordable housing,,,No,1,2,3,4,5,,The economy.,"Build more mid-range apartment options. Many people here can't afford to buy a house, others get stuck with a house they can't sell. Lots of the houses are in very poor condition. With the college, there's a large semi-transient population and apartments are hard to come by. There are a few expensive condos and several shabby, low-income apartment buildings--hardly anything in between.",Male,41-55,1,1,White or Caucasian,"$40,000-$59,999"
2021-10-20 13:40:39,2021-10-20 15:31:51,IP Address,107.77.210.12,100,6671,True,2021-10-20 15:31:51,R_1IoSpuEutyVUzgN,,,,,41.87640380859375,-87.6132965087890625,anonymous,EN,Yes,Less than 1 year,,,,,,No,Other,"Live in student dorms at Grinnell college ",Other,Dorm building,$300-$499,Good,No,No,,,,No,3,1,2,4,5,,,,Female,18 - 25,1,0,White or Caucasian,"$19,999 or less"
2021-10-20 15:28:32,2021-10-20 15:33:14,IP Address,24.118.208.47,100,282,True,2021-10-20 15:33:14,R_2eRJlRmUntcPLe5,,,,,44.9709930419921875,-93.04979705810546875,anonymous,EN,Yes,1-5 years,,,,,,Yes,Other,College dorm,Apartment,,"$1,500-1,999",Good,Yes,Yes,Other,Not enough affordable quality housing,"Duplex,Independent Living Complex",No,3,1,2,4,5,,"Lack of oversight of rental landlords. In my experience, it's hard to make landlords maintain their properties at a good quality and fix issues.",Annual review of rental properties and contracts,Female,18 - 25,1,0,White or Caucasian,"$100,000-$149,999"
2021-10-20 15:31:21,2021-10-20 15:35:14,IP Address,75.91.174.134,100,232,True,2021-10-20 15:35:14,R_24qOr8YvhJi2UuN,,,,,41.6891937255859375,-93.05339813232421875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$300-$499,Excellent,Yes,Yes,Not enough quality housing,,Independent Living Complex,Yes,4,3,2,1,5,,I don't know enough to comment,I don't know enough to comment,Male,41-55,2,1,White or Caucasian,"$150,000-$199,999"
2021-10-20 15:23:12,2021-10-20 15:39:21,IP Address,132.161.166.40,100,969,True,2021-10-20 15:39:21,R_T28lIpdJhNbB90B,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,No,,"I own a home elsewhere,Difficult to find a home to purchase here that suits my family’s needs,I couldn’t find rental housing",,"More homeownership options,More affordable housing options,Better quality housing options",Would be interested in an existing single-family home,"$100,000-$175,000",,,,,,,,,,Not enough quality housing,,Duplex,No,4,1,2,3,5,,"There are so many old houses that need a lot of work in Grinnell.  There are few, if any, housing regulations, especially for rental units. I think Grinnell is just used to doing things the same way they always have. ","1. Create a program to help homeowners improve the existing housing that is, frankly, unlivable right now. Or tear them down and put the lots up for sale for new housing. 
2. Put some regulations in place for upkeep and maintenance of rental units, including making landlords responsible for snow removal. No more ""hands off"" landlords! Have regular inspections of rental units. Landlords should have to provide adequate parking (which does not include street parking). 
3. Make walking and biking more accessible. FIX THE SIDEWALKS and make sure all streets have at least one side with a sidewalk. Create bike paths and put bike stands around town to encourage biking. 
4. Increase opportunities for low-income housing. Work with Habitat for Humanity or other programs that help people make improvements to their existing house. OR provide good options for rentals that qualify for rental assistance. ",Female,41-55,1,0,White or Caucasian,"$40,000-$59,999"
2021-10-20 15:53:50,2021-10-20 15:58:40,IP Address,174.198.68.226,100,290,True,2021-10-20 15:58:41,R_2aganOTdqj16sYC,,,,,41.2671051025390625,-96.03780364990234375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,,No,4,2,3,1,5,,"Not enough affordable property to develop single family homes ",,,41-55,2,0,Don’t wish to answer,"$100,000-$149,999"
2021-10-20 16:13:33,2021-10-20 16:15:25,IP Address,173.17.92.94,100,112,True,2021-10-20 16:15:26,R_2tDpmafikhd7Eky,,,,,41.9618072509765625,-92.58660125732421875,anonymous,EN,Yes,1-5 years,,,,,,Yes,Rent,,Apartment,,$700-$899,Fair,Yes,Yes,Not enough affordable housing,,,,1,3,2,4,5,,,,Female,18 - 25,1,0,Asian or Pacific Islander,"$19,999 or less"
2021-10-20 16:11:50,2021-10-20 16:16:18,IP Address,98.45.186.125,100,268,True,2021-10-20 16:16:19,R_3n7yMdFgwUyB2Jj,,,,,37.9427947998046875,-122.5312957763671875,anonymous,EN,Yes,Less than 1 year,,,,,,Yes,Other,live in dorm at Grinnell college,Other,dorm building,$500-$699,Fair,No,Yes,Other,"i don’t know ","Duplex,Independent Living Complex",No,2,3,1,4,5,,,,Female,18 - 25,4,0,White or Caucasian,"$19,999 or less"
2021-10-20 16:20:20,2021-10-20 16:25:42,IP Address,132.161.189.166,100,322,True,2021-10-20 16:25:42,R_1eQSvVRZjKPTJaY,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,Less than 1 year,,,,,,No,Other,Grinnell College Student,Other,Residence Hall/Dorm,$500-$699,Good,Yes,Yes,Not enough affordable housing,,Duplex,No,1,2,3,4,5,,Funding,Publicly advertise when the options are open.,Female,18 - 25,1,0,Black or African American,"$19,999 or less"
2021-10-20 16:24:31,2021-10-20 16:44:02,IP Address,132.161.177.164,100,1171,True,2021-10-20 16:44:02,R_3ekNc8k1ucUsSd4,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,No,No,Not enough of the right home styles,,,No,4,1,3,2,5,,"High property taxes. If people want lower taxes, they live outside of Grinnell.","Be mindful of your population.  In order to have the most market appeal, you need to consider single family homes.  A house that is too small will not have as much interest because it limits your buyers to single individuals or retired folks.  In addition, to make new housing available to more members of the community, you need to keep in mind small items such as the number of steps in a floor plan.  Townhomes that are multiple levels will not appeal to the elderly or to families with young children who want their children on the same level as them.",Female,41-55,1,0,Don’t wish to answer,"$60,000-$79,999"
2021-10-20 16:47:34,2021-10-20 16:49:49,IP Address,98.22.13.40,100,135,True,2021-10-20 16:49:49,R_p9FPBOIqw1HEZhf,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,1-5 years,,,,,,Yes,Rent,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough quality housing,,,,2,3,1,5,4,,,,Male,18 - 25,2,0,White or Caucasian,"$19,999 or less"
2021-10-20 16:48:05,2021-10-20 16:50:49,IP Address,132.161.238.77,100,164,True,2021-10-20 16:50:50,R_3rNTOEMIPMXl2kU,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Fair,No,No,Not enough quality housing,,"Duplex,Independent Living Complex,Assisted Living Complex",Yes,3,4,2,1,5,,,,Male,41-55,1,0,White or Caucasian,"$100,000-$149,999"
2021-10-20 17:11:26,2021-10-20 17:14:12,IP Address,173.23.198.83,100,166,True,2021-10-20 17:14:12,R_3VJNNc4RY7ygWOJ,,,,,42.040496826171875,-92.91269683837890625,anonymous,EN,Yes,1-5 years,,,,,,No,Rent,,Apartment,,$700-$899,Fair,Yes,Yes,Other,,,No,3,2,1,4,5,,,,Other,18 - 25,2,0,White or Caucasian,"$19,999 or less"
2021-10-20 18:02:59,2021-10-20 18:06:12,IP Address,174.105.173.218,100,193,True,2021-10-20 18:06:12,R_p0HWqKQ0VKQClPP,,,,,40.38690185546875,-82.4900970458984375,anonymous,EN,Yes,Less than 1 year,,,,,,Yes,Other,"college student ",Other,dorm,Less than $300,Good,No,,Other,,,No,1,3,4,2,5,,,,Female,18 - 25,,,White or Caucasian,
2021-10-20 18:03:45,2021-10-20 18:08:17,IP Address,132.161.186.144,100,272,True,2021-10-20 18:08:18,R_3Geth9WUrliNYmu,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,1-5 years,,,,,,No,Rent,,Apartment,,$700-$899,Good,No,Yes,Not enough affordable housing,,"Duplex,Independent Living Complex",No,1,4,3,2,5,,,,Male,18 - 25,1,0,White or Caucasian,"$19,999 or less"
2021-10-20 18:52:49,2021-10-20 18:56:34,IP Address,174.105.213.252,100,225,True,2021-10-20 18:56:34,R_tVzQ5Q7BZAgXbMZ,,,,,40.0731964111328125,-82.401702880859375,anonymous,EN,Yes,1-5 years,,,,,,Yes,Other,Student Dorm,Other,Student Dorm,,Good,No,,Other,I don't have any knowledge on this,"Duplex,Independent Living Complex",No,3,1,2,4,5,,,,Female,18 - 25,5 or more adults,0,White or Caucasian,
2021-10-20 19:04:27,2021-10-20 19:06:05,IP Address,173.29.1.4,100,98,True,2021-10-20 19:06:05,R_2TSDTqAZhlzhOZ6,,,,,41.048797607421875,-90.54470062255859375,anonymous,EN,No,,I own a home elsewhere,,More rental options,,"Less than $100,000",,,,,,,,,,Do not qualify for a home mortgage,,,No,,,,,,,,,Female,18 - 25,4,1,White or Caucasian,"$40,000-$59,999"
2021-10-20 19:48:35,2021-10-20 19:51:44,IP Address,132.161.245.110,100,189,True,2021-10-20 19:51:44,R_3jUL0yCMk5JqxzD,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,Less than 1 year,,,,,,Yes,Other,Campus Dorm,Other,Dorm,$500-$699,Good,Yes,Yes,Other,Unsure,Duplex,No,4,2,1,3,5,,Unsure,Voting on the aforementioned improvements to infrastructure,Male,18 - 25,2,0,I identify with 2 or more groups,"$19,999 or less"
2021-10-20 20:14:56,2021-10-20 20:27:33,IP Address,73.36.160.84,100,756,True,2021-10-20 20:27:33,R_wZRvECgplugEuC5,,,,,41.8018035888671875,-87.59929656982421875,anonymous,EN,Yes,1-5 years,,,,,,No,Other,Dorm,Other,Dorm,$700-$899,Fair,No,Yes,,,Duplex,Yes,3,1,2,4,5,,People still rent crummy houses + apartments which doesn't encourage landlords to renovate them.,,Female,18 - 25,4,0,White or Caucasian,"$19,999 or less"
2021-10-20 20:24:45,2021-10-20 20:28:13,IP Address,76.29.4.97,100,208,True,2021-10-20 20:28:13,R_bDeVku6HOO0XltL,,,,,41.61419677734375,-87.5514984130859375,anonymous,EN,No,,Other,,Better quality housing options,Would be interested in a new construction single-family home,"$100,000-$175,000",,,,,,,,,,Not enough quality housing,,"Duplex,Independent Living Complex",No,1,3,2,4,5,,,,,,,,Don’t wish to answer,"$20,000-$39,999"
2021-10-20 21:14:12,2021-10-20 21:16:49,IP Address,67.55.182.198,100,157,True,2021-10-20 21:16:49,R_1OZzXV1VmY9d7Op,,,,,41.5746002197265625,-92.83989715576171875,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Single family home,,"$2,000 or more",Excellent,No,Yes,Not enough quality housing,,"Duplex,Independent Living Complex,Assisted Living Complex",Yes,4,2,3,1,5,,,,Female,26 - 40,2,3,White or Caucasian,"$200,000 or more"
2021-10-20 21:10:49,2021-10-20 21:17:53,IP Address,98.16.117.155,100,423,True,2021-10-20 21:17:53,R_Ao3dTp3RSwLepPP,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Rent,,Apartment,,$500-$699,Good,No,No,Other,Capitalism,,No,1,2,3,4,5,*good*  low income housing,Landlords,public housing,Male,41-55,1,0,Don’t wish to answer,"$19,999 or less"
2021-10-20 21:13:59,2021-10-20 21:20:37,IP Address,173.18.53.207,100,397,True,2021-10-20 21:20:37,R_2XizC4rmrgi9hCH,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Mobile home,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,,Yes,3,1,2,4,5,,"Council only cares about own agenda ",Cut property taxes.  Applicants help build own housing.    Look into different types.   Tiny house area in a part of town,Female,41-55,4,0,White or Caucasian,"$40,000-$59,999"
2021-10-20 21:34:51,2021-10-20 21:38:50,IP Address,98.19.142.80,100,238,True,2021-10-20 21:38:50,R_338UUkmQ7fPbLYm,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,More than 10 years,,,,,,Retired,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Not enough quality housing,,"Independent Living Complex,Assisted Living Complex",Yes,4,2,1,3,5,,"Lack of imagination ",,Male,,2,0,,"$80,000-$99,999"
2021-10-20 21:55:17,2021-10-20 21:57:36,IP Address,132.161.164.192,100,138,True,2021-10-20 21:57:36,R_2xMimdk7cFIUVEm,,,,,41.7386932373046875,-92.7332000732421875,anonymous,EN,Yes,1-5 years,,,,,,Yes,Other,On-campus student housing at Grinnell college,Other,Resident hall,Less than $300,Good,No,Yes,Not enough affordable housing,,,No,3,1,2,4,5,,,,Female,18 - 25,1,0,White or Caucasian,"$19,999 or less"
