StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q36,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_10_TEXT,Q33,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_6,Q18_5,Q18_5_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q33 - Topics,Q33 - Parent Topics
2021-05-19 17:57:23,2021-05-19 18:02:20,IP Address,174.192.137.229,100,296,True,2021-05-19 18:02:20,R_2YypT7nj39UPriR,,,,,42.159698486328125,-88.1414031982421875,anonymous,EN,Yes,More than 10 years,Modale,,,,Not interested in a different home,"$100,000-$175,000",Retired,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Employment opportunities,,Single family home,Important,Important,Slightly important,Important,Important,Important,Important,Slightly important,Important,,,,No,5,4,3,2,1,6,,,Male,41-55,2,0,White or Caucasian,"$40,000-$59,999",,
2021-05-19 18:09:32,2021-05-19 18:18:34,IP Address,174.198.85.173,100,542,True,2021-05-19 18:18:35,R_7PQiMh27f8jILQd,,,,,41.29400634765625,-96.05410003662109375,anonymous,EN,Yes,1-5 years,Modale,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Fair,Yes,Yes,Not enough affordable housing,,Single family home,Slightly important,Important,Important,Not at all important,Slightly important,Important,Extremely important,Slightly important,Extremely important,,,"Restaurants, parks, library, post office, dog park, gas station & convenience store",Yes,6,3,4,1,2,5,"1-4 equally important ","Fix up old houses, get government assistance ",Female,41-55,2,2,White or Caucasian,"$100,000-$149,999",Unknown,
2021-05-19 18:14:49,2021-05-19 18:21:30,IP Address,74.221.34.77,100,401,True,2021-05-19 18:21:30,R_3mgdhmOpsdJRrnN,,,,,41.5677032470703125,-95.8907012939453125,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,$700-$899,Good,Yes,Yes,Not enough quality housing,,"Single family home,Assisted Living Complex",Extremely important,Extremely important,Very important,Very important,Not at all important,Very important,Very important,Important,Very important,,,,No,4,5,2,3,1,6,,,Female,41-55,3,1,White or Caucasian,"$100,000-$149,999",,
2021-05-19 18:14:38,2021-05-19 18:22:25,IP Address,174.198.77.185,100,467,True,2021-05-19 18:22:26,R_1gnJIdYEBfGAYNS,,,,,41.232696533203125,-96.113800048828125,anonymous,EN,Yes,More than 10 years,Missouri Valley,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough affordable housing,,Single family home,Not at all important,Not at all important,Extremely important,Very important,Slightly important,Very important,Extremely important,Important,Extremely important,,,"Restaurants, grocery store, parks",No,5,1,2,3,4,6,,,Female,26 - 40,2,2,White or Caucasian,"$100,000-$149,999",Unknown,
2021-05-19 18:37:48,2021-05-19 18:43:40,IP Address,198.14.223.119,100,351,True,2021-05-19 18:43:40,R_D6jhuT1pIGcpZpT,,,,,40.731292724609375,-92.8777008056640625,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Would be interested in an existing single-family home,"Less than $100,000",No,Own,,Single family home,,$500-$699,Excellent,Yes,Yes,Employment opportunities,,Single family home,Important,Important,Slightly important,Important,Important,Important,Important,Slightly important,Very important,,,"All of the above ",Yes,4,2,3,6,1,5,,"Worry about the people who live in your town and stop being so concerned with moving people in to town. ",Female,41-55,1,1,White or Caucasian,"$80,000-$99,999",Unknown,
2021-05-19 18:40:58,2021-05-19 18:46:10,IP Address,208.79.5.150,100,312,True,2021-05-19 18:46:11,R_273y4GCY8Yyk0KY,,,,,41.7068023681640625,-96.00279998779296875,anonymous,EN,Yes,More than 10 years,Mondamin,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough quality housing,,Single family home,Very important,Very important,Slightly important,Slightly important,Not at all important,Not at all important,Extremely important,Not at all important,Extremely important,Not at all important,,"Restaurant, gas station",No,3,4,1,2,5,6,,,Female,56-70,2,0,White or Caucasian,"$60,000-$79,999",Unknown,
2021-05-19 18:44:55,2021-05-19 18:55:52,IP Address,205.247.204.117,100,656,True,2021-05-19 18:55:52,R_10NvRArGCTJaaLh,,,,,41.7068023681640625,-96.00279998779296875,anonymous,EN,Yes,1-5 years,Modale,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",No,Own,,Single family home,,"$1,200-$1,499",Fair,Yes,No,Employment opportunities,,Single family home,Not at all important,Not at all important,Important,Slightly important,Important,Not at all important,Very important,Slightly important,Very important,,,"Restaurants ",Yes,5,3,1,4,2,6,,,Male,41-55,2,0,White or Caucasian,"$150,000-$199,999",Unknown,
2021-05-19 18:59:27,2021-05-19 19:07:23,IP Address,74.221.34.35,100,475,True,2021-05-19 19:07:23,R_1N99RytZLAn7A81,,,,,41.5677032470703125,-95.8907012939453125,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Would be interested in down-sizing,"$250,000-$325,000",Retired,Own,,Single family home,,$500-$699,Excellent,No,No,Other,,Single family home,Slightly important,Slightly important,Important,Not at all important,Not at all important,Not at all important,Extremely important,Not at all important,Extremely important,,,School. Not one family or group in charge of everything.,No,4,5,1,3,2,6,,Our cities should offer incentives for development.,Male,41-55,2,1,White or Caucasian,"$100,000-$149,999",Unknown,
2021-05-19 19:06:31,2021-05-19 19:11:59,IP Address,208.79.5.151,100,328,True,2021-05-19 19:11:59,R_3RrppI7wswFKbNd,,,,,41.7068023681640625,-96.00279998779296875,anonymous,EN,Yes,More than 10 years,Modale,,,,Would be interested in up-sizing,"$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,Single family home,Not at all important,Not at all important,Very important,Important,Slightly important,Slightly important,Important,Not at all important,Very important,,,"Restaurant, grocery, gas, shopping",No,5,2,4,3,1,6,,,Female,41-55,3,0,White or Caucasian,"$60,000-$79,999",Unknown,
2021-05-19 19:14:09,2021-05-19 19:21:40,IP Address,98.17.37.55,100,451,True,2021-05-19 19:21:41,R_2aFeidY5ClwKpXt,,,,,40.9622955322265625,-91.56130218505859375,anonymous,EN,Yes,More than 10 years,Mondamin,,,,Would be interested in down-sizing,"Less than $100,000",Yes,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough quality housing,,"Duplex,Independent Living Complex",Very important,Very important,Slightly important,Important,Not at all important,Not at all important,Very important,Important,Important,,,"Restaurant, shopping ",No,5,1,2,4,3,6,,Make available more grants or programs to help people update their homes and improve looks for the town.,Female,56-70,1,0,White or Caucasian,"$40,000-$59,999",Unknown,
2021-05-19 19:19:14,2021-05-19 19:25:38,IP Address,38.121.121.16,100,383,True,2021-05-19 19:25:38,R_2sUbcI2CsCqgg1v,,,,,41.4387054443359375,-96.0373992919921875,anonymous,EN,Yes,Less than 1 year,Mondamin,,,,"Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$250,000-$325,000",No,Own,,Single family home,,$300-$499,Fair,No,No,Not enough of the right home styles,,Single family home,Not at all important,Not at all important,Very important,Not at all important,Extremely important,Not at all important,Important,Not at all important,Important,,,Fire and police,No,3,2,4,1,5,6,,Land available to build on,Female,41-55,2,1,White or Caucasian,"$80,000-$99,999",Unknown,
2021-05-19 19:16:29,2021-05-19 19:26:49,IP Address,66.172.220.9,100,619,True,2021-05-19 19:26:49,R_290T5vz9BiX9nuP,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,Less than 1 year,Woodbine,,,,"Would be interested in down-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$175,000-$250,000",Yes,Own,,Single family home,,Less than $300,Good,Yes,Yes,Not enough quality housing,,"Townhome,Condo,Single family home",Important,Important,Slightly important,Not at all important,Not at all important,Important,Important,Important,Important,,,Restaurants,Yes,5,1,4,2,3,6,,,Female,41-55,3,1,White or Caucasian,"$150,000-$199,999",Unknown,
2021-05-19 19:27:40,2021-05-19 19:32:03,IP Address,184.105.41.5,100,262,True,2021-05-19 19:32:04,R_1fk0r4IT4bPRwM4,,,,,41.7350006103515625,-95.6996002197265625,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Not enough of the right home styles,,Single family home,Extremely important,Extremely important,Very important,Very important,Important,Extremely important,Very important,Slightly important,Important,,,Parks are important as we have a small family.  Also resaurants,No,2,5,1,4,3,6,,,Male,26 - 40,2,3,White or Caucasian,"$80,000-$99,999",Unknown,
2021-05-19 19:28:56,2021-05-19 19:32:36,IP Address,174.248.225.9,100,219,True,2021-05-19 19:32:36,R_3DkeRCH8CDaOdKT,,,,,41.62890625,-93.72550201416015625,anonymous,EN,Yes,More than 10 years,Mondamin,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,No,Not enough of the right home styles,,Single family home,Very important,Very important,Important,Slightly important,Slightly important,Very important,Very important,Not at all important,Extremely important,,,,Yes,1,2,3,4,5,6,,,Male,26 - 40,1,1,White or Caucasian,"$80,000-$99,999",,
2021-05-19 19:48:51,2021-05-19 19:58:54,IP Address,38.121.121.16,100,602,True,2021-05-19 19:58:54,R_8GRVLRgXxKbK18Z,,,,,41.4387054443359375,-96.0373992919921875,anonymous,EN,Yes,More than 10 years,Modale,,,,Not interested in a different home,"Less than $100,000",Retired,Own,,Mobile home,,Less than $300,Good,No,No,Not enough affordable housing,,,Slightly important,Slightly important,Extremely important,Not at all important,Slightly important,Important,Extremely important,Slightly important,Important,,,"Restaurant ",No,1,2,4,3,5,6,,,Female,56-70,1,0,White or Caucasian,"$20,000-$39,999",Unknown,
2021-05-19 20:22:01,2021-05-19 20:33:11,IP Address,174.242.224.125,100,669,True,2021-05-19 20:33:11,R_6Ye9QLFMdpFFefL,,,,,40.649993896484375,-112.006103515625,anonymous,EN,Yes,More than 10 years,Modale,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,No,Not enough quality housing,,Single family home,Important,Important,Important,Not at all important,Slightly important,Not at all important,Very important,Not at all important,Slightly important,,,"Parks, a nice view. Not run down houses",Yes,2,4,3,1,5,6,,"Help get dilapidated houses out, and new affordable ones in",Male,26 - 40,2,2,White or Caucasian,"$80,000-$99,999",Unknown,
2021-05-19 20:27:35,2021-05-19 20:34:56,IP Address,38.121.121.16,100,440,True,2021-05-19 20:34:56,R_ZesvUOc00TWG0gx,,,,,41.4387054443359375,-96.0373992919921875,anonymous,EN,Yes,More than 10 years,Modale,,,,Not interested in a different home,"Less than $100,000",Retired,Own,,Mobile home,,Less than $300,Fair,No,No,Other,,Single family home,Not at all important,Not at all important,Not at all important,Not at all important,Slightly important,Not at all important,Extremely important,Not at all important,Extremely important,,,C-store,No,5,2,3,4,1,6,,,Female,56-70,2,0,White or Caucasian,"$19,999 or less",Unknown,
2021-05-19 20:31:28,2021-05-19 20:45:23,IP Address,208.79.5.149,100,835,True,2021-05-19 20:45:23,R_1Qbxz6Jlw7vJ5PS,,,,,41.7068023681640625,-96.00279998779296875,anonymous,EN,Yes,More than 10 years,Modale,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,No,Not enough affordable housing,,"Townhome,Condo",Very important,Very important,Slightly important,Not at all important,Slightly important,Slightly important,Very important,Slightly important,Very important,,,Restaurant; CStore; Bank,No,3,2,4,1,5,6,,"Clean up existing housing, tear down what cant be fixed and offer building lots to new people interested in moving to Modale or to contractors to build and sell new houses.  ",Female,56-70,2,0,White or Caucasian,"$100,000-$149,999",Unknown,
2021-05-19 20:57:09,2021-05-19 21:06:44,IP Address,184.105.62.225,100,574,True,2021-05-19 21:06:44,R_emRLHptqB5W9EfT,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,More than 10 years,Magnolia,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$300-$499,Good,Yes,No,Not enough affordable housing,,Single family home,Important,Important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,Extremely important,Extremely important,,,"restaurants, grocery, gas station",No,2,3,1,4,5,6,,n/a,Female,56-70,2,0,White or Caucasian,"$40,000-$59,999",Unknown,
2021-05-19 21:01:14,2021-05-19 21:07:45,IP Address,74.221.34.103,100,391,True,2021-05-19 21:07:46,R_2ypHrFCKKXfbXEB,,,,,41.5677032470703125,-95.8907012939453125,anonymous,EN,Yes,More than 10 years,Logan,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough quality housing,,Single family home,Important,Important,Important,Important,Slightly important,Very important,Extremely important,Not at all important,Extremely important,,,,Yes,5,3,2,4,1,6,,"Improve on the quality of current rental housing. Make/promote rural development loans more known to residents. I feel like people don’t know they could own a property. I also feel that if people owned their own property they would care for it better. ",Female,26 - 40,2,2,White or Caucasian,"$80,000-$99,999",,
2021-05-19 21:09:47,2021-05-19 21:15:24,IP Address,184.105.41.29,100,337,True,2021-05-19 21:15:24,R_VWRrqbHj4o12bQJ,,,,,41.7350006103515625,-95.6996002197265625,anonymous,EN,Yes,More than 10 years,Logan,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,Yes,Not enough affordable housing,,Single family home,Extremely important,Extremely important,Important,Important,Slightly important,Extremely important,Extremely important,Not at all important,Extremely important,,,"Park and restaurants 
",No,3,5,4,2,1,6,,Encourage more people to rent instead of selling.,Female,26 - 40,2,2,White or Caucasian,"$100,000-$149,999",Unknown,
2021-05-19 21:13:04,2021-05-19 21:16:16,IP Address,184.105.62.225,100,191,True,2021-05-19 21:16:16,R_vGLBtSkJASDzy3n,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,More than 10 years,Logan,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,Single family home,Important,Important,Important,Important,Very important,Very important,Very important,Slightly important,Important,,,,No,5,3,4,1,2,6,,,Female,26 - 40,2,3,White or Caucasian,"$100,000-$149,999",,
2021-05-19 21:18:27,2021-05-19 21:23:17,IP Address,174.198.68.29,100,290,True,2021-05-19 21:23:18,R_27BhdmfeEzzZJeC,,,,,41.2884063720703125,-95.99720001220703125,anonymous,EN,Yes,More than 10 years,Dunlap,,,,"Would be interested in up-sizing,Would be interested in renting,Would be interested in an existing single-family home","Less than $100,000",Yes,Rent,,Single family home,,"$900-$1,199",Good,Yes,Yes,Do not qualify for a home mortgage,,Single family home,Very important,Very important,Important,Important,Not at all important,Very important,Very important,Slightly important,Very important,,,"Local grocery store and gas station. ",No,2,3,4,1,5,6,,,Female,26 - 40,2,3,White or Caucasian,"$60,000-$79,999",Unknown,
2021-05-19 21:12:27,2021-05-19 21:23:32,IP Address,38.121.121.19,100,664,True,2021-05-19 21:23:33,R_2zRZtnI9TVlCvx9,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,More than 10 years,Logan,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$2,000 or more",Good,No,Yes,Not enough quality housing,,,Not at all important,Not at all important,Very important,Very important,Extremely important,Not at all important,Important,Slightly important,Slightly important,,,,No,6,5,2,4,3,1,No more bonds raising taxes!,"No more bonds. Taxes are too high. The county asser should asses asses properties herself and not contact that job out. Better city care or water and other amenities. ",Female,26 - 40,2,3,White or Caucasian,"$20,000-$39,999",,
2021-05-19 21:23:16,2021-05-19 21:30:06,IP Address,66.172.220.229,100,410,True,2021-05-19 21:30:06,R_2cAs9Hclixlu1f7,,,,,41.5677032470703125,-95.8907012939453125,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,Single family home,Extremely important,Very important,Important,Very important,Slightly important,Extremely important,Extremely important,Important,Very important,,,,No,1,2,3,4,5,6,,"Rental properties that are more than 1 bed 1 bath are in high demand and we have so little ",Female,18 - 25,2,1,White or Caucasian,"$40,000-$59,999",,
2021-05-19 21:22:32,2021-05-19 21:35:03,IP Address,174.198.71.40,100,750,True,2021-05-19 21:35:04,R_1eLc82IqVbdCyvV,,,,,40.8484954833984375,-96.62470245361328125,anonymous,EN,Yes,More than 10 years,Missouri Valley,,,,Not interested in a different home,"$175,000-$250,000",Retired,Own,,Single family home,,Less than $300,Good,Yes,Yes,Not enough affordable housing,,Single family home,Not at all important,Not at all important,Important,Slightly important,Important,Slightly important,Very important,Slightly important,Very important,,,"Yes all the above ",No,2,4,5,3,1,6,,Offer good paying jobs,Female,56-70,1,0,White or Caucasian,,Unknown,
2021-05-19 21:39:40,2021-05-19 21:44:02,IP Address,173.184.198.187,100,261,True,2021-05-19 21:44:03,R_ahLQnSY6wLmP1Hr,,,,,41.0258026123046875,-93.7729034423828125,anonymous,EN,Yes,More than 10 years,Mondamin,,,,"Would be interested in up-sizing,Would be interested in an existing single-family home","Less than $100,000",No,Own,,Single family home,,$700-$899,Fair,Yes,Yes,Do not qualify for a home mortgage,,Single family home,Extremely important,Slightly important,Extremely important,,Slightly important,,Very important,,Very important,,,,No,4,1,2,5,3,6,,,Female,26 - 40,2,1,White or Caucasian,"$80,000-$99,999",,
2021-05-19 21:12:10,2021-05-19 21:44:21,IP Address,199.247.70.49,100,1931,True,2021-05-19 21:44:21,R_3ENna2f0M4QXPyK,,,,,42.648406982421875,-95.19640350341796875,anonymous,EN,Yes,More than 10 years,Unincorporated Harrison County,,,,Not interested in a different home,"$325,000-$400,000",Yes,Own,,Single family home,,"$2,000 or more",Excellent,Yes,No,Not enough of the right home styles,,"Townhome,Independent Living Complex",Important,,Very important,Extremely important,Important,Slightly important,Important,Slightly important,Very important,,,"Library , bicycle trails, local retail shops, local healthcare with access to specialist",Yes,4,5,3,1,2,6,,,Male,56-70,2,0,White or Caucasian,"$150,000-$199,999",Unknown,
2021-05-19 21:49:05,2021-05-19 21:53:23,IP Address,68.13.73.233,100,258,True,2021-05-19 21:53:23,R_1mw7au1h1Vtxze0,,,,,41.212005615234375,-96.11009979248046875,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Would be interested in up-sizing,"$250,000-$325,000",No,Own,,Single family home,,"$1,200-$1,499",Good,No,Yes,Employment opportunities,,"Single family home,Independent Living Complex,Assisted Living Complex",Not at all important,Not at all important,Extremely important,Slightly important,Extremely important,Extremely important,Extremely important,Not at all important,Very important,,,,Yes,5,3,4,1,2,6,,,Female,26 - 40,2,1,White or Caucasian,"$100,000-$149,999",,
2021-05-19 21:28:51,2021-05-19 21:58:00,IP Address,173.189.167.97,100,1749,True,2021-05-19 21:58:00,R_rlMLeWXGMnozcjv,,,,,40.9622955322265625,-91.56130218505859375,anonymous,EN,Yes,More than 10 years,Logan,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough affordable housing,,Duplex,Very important,Very important,Important,Important,Slightly important,Very important,Important,Slightly important,Slightly important,,,"Waking trails ",Yes,3,1,4,2,5,6,,Encourage the sale of land on the outskirts of town for building new homes,Female,41-55,2,3,White or Caucasian,"$100,000-$149,999",Unknown,
2021-05-19 21:49:40,2021-05-19 22:00:43,IP Address,208.79.5.137,100,663,True,2021-05-19 22:00:44,R_AbSt98zasrSSDap,,,,,41.7068023681640625,-96.00279998779296875,anonymous,EN,Yes,More than 10 years,Modale,,,,Not interested in a different home,"Less than $100,000",No,Own,,Single family home,,$700-$899,Good,Yes,Yes,Employment opportunities,,"Townhome,Condo,Independent Living Complex",Important,Very important,Slightly important,Slightly important,Slightly important,Not at all important,Extremely important,Important,Extremely important,Extremely important,,Restaurant bars entertainment shopping drug store grocery store,No,5,2,3,4,1,6,,That ? is above my pay grade 😂,Male,41-55,1,0,White or Caucasian,"$40,000-$59,999",Unknown,
2021-05-20 02:59:41,2021-05-20 03:06:48,IP Address,184.105.62.225,100,426,True,2021-05-20 03:06:48,R_24pcOZsNJz921SC,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,More than 10 years,Unincorporated Harrison County,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,$300-$499,Excellent,No,No,,,,Slightly important,Slightly important,Very important,Very important,Very important,Very important,Very important,Important,Important,,,,Yes,,,,,,,,,Male,56-70,2,0,Don’t wish to answer,"$100,000-$149,999",,
2021-05-20 03:09:22,2021-05-20 03:14:21,IP Address,173.187.173.188,100,298,True,2021-05-20 03:14:21,R_2ePxpweUwuMVxSL,,,,,40.9622955322265625,-91.56130218505859375,anonymous,EN,Yes,More than 10 years,Little Sioux,,,,Not interested in a different home,"Less than $100,000",No,Own,,Single family home,,$500-$699,Fair,Yes,Yes,Not enough quality housing,,Single family home,Important,Very important,Important,Not at all important,Slightly important,Slightly important,Important,Important,Very important,Not at all important,,,No,3,1,2,4,5,6,,,Female,56-70,2,0,White or Caucasian,"$40,000-$59,999",,
2021-05-20 05:05:54,2021-05-20 05:10:57,IP Address,38.121.121.16,100,302,True,2021-05-20 05:10:57,R_2wug74CZo5ZGSsu,,,,,41.4387054443359375,-96.0373992919921875,anonymous,EN,Yes,More than 10 years,Missouri Valley,,,,Not interested in a different home,"Less than $100,000",Yes,Own,,Single family home,,Less than $300,Excellent,Yes,Yes,Not enough quality housing,,Single family home,Not at all important,,Important,,Very important,,Extremely important,,Extremely important,,,None,No,5,1,3,2,4,6,,,Female,56-70,1,0,White or Caucasian,"$40,000-$59,999",Unknown,
2021-05-20 05:30:19,2021-05-20 05:59:13,IP Address,184.105.41.39,100,1734,True,2021-05-20 05:59:14,R_2Cw7VsShASzPKlG,,,,,41.7350006103515625,-95.6996002197265625,anonymous,EN,Yes,More than 10 years,Woodbine,,,,"Would be interested in down-sizing,Would be interested in a new construction single-family home","Less than $100,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Other,Not always enough rentals. Sometimes individuals need to rent and earn money before they can afford a home.,Single family home,Not at all important,Not at all important,Very important,Slightly important,Very important,Very important,Very important,Slightly important,Very important,Very important,Quick Response from Law Enforcement and Fire/Rescue Departments,"Walking/bicycle trails, restaurants, grocery store, doctor/dental offices, library, coffee, school district.",No,2,1,5,4,3,6,,"Home and rental assistance programs, lending programs, long-term options in terms of the affordability of upkeep ... ",Female,41-55,2,1,White or Caucasian,"$20,000-$39,999",Unknown,
2021-05-20 06:08:11,2021-05-20 06:23:19,IP Address,184.105.62.250,100,907,True,2021-05-20 06:23:19,R_xt1I51o8q1lWUI9,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,More than 10 years,Unincorporated Harrison County,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,Less than $300,Good,Yes,No,Not enough affordable housing,,"Single family home,Independent Living Complex",Not at all important,Not at all important,Very important,Very important,Very important,Slightly important,Very important,Important,Extremely important,,,We live near a small town.  Most local amenities are close by or within 10 minutes.,Yes,2,3,1,5,4,6,,I do not know what actions to take.  I do know that in our area it is not affordable housing for lower income to be able to purchase.  I am a landlord and feel that we are some of the lowest rent in Woodbine.  I do not know how to correct this.,Female,41-55,2,0,White or Caucasian,"$100,000-$149,999",Unknown,
2021-05-20 06:47:48,2021-05-20 06:53:03,IP Address,52.128.108.149,100,315,True,2021-05-20 06:53:04,R_2PqhMjwVr20tttW,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,More than 10 years,Missouri Valley,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough quality housing,,"Townhome,Condo,Single family home",Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Important,Very important,,,,Yes,5,2,1,3,4,6,,,Male,41-55,1,0,White or Caucasian,"$80,000-$99,999",,
2021-05-20 06:48:14,2021-05-20 06:55:19,IP Address,98.16.49.110,100,424,True,2021-05-20 06:55:19,R_1LkEEH7gbH7rNO4,,,,,41.8827972412109375,-93.8480987548828125,anonymous,EN,Yes,1-5 years,Mondamin,,,,Not interested in a different home,"Less than $100,000",No,Own,,Single family home,,"$900-$1,199",Excellent,No,Yes,Employment opportunities,,Assisted Living Complex,Very important,Very important,Slightly important,Important,Very important,Not at all important,Very important,Important,Very important,,,movie theater,No,4,1,3,5,2,6,,Not sure,Female,41-55,2,0,White or Caucasian,"$80,000-$99,999",Unknown,
2021-05-20 06:48:18,2021-05-20 06:58:30,IP Address,184.105.41.54,100,612,True,2021-05-20 06:58:30,R_2OUpvmB2QizuYeB,,,,,41.7350006103515625,-95.6996002197265625,anonymous,EN,Yes,More than 10 years,Persia,,,,"Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$250,000-$325,000",Yes,Rent,,Single family home,,$500-$699,Good,No,No,Other,,Single family home,Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Very important,Important,Not at all important,Extremely important,,,,No,3,5,4,2,1,6,,,Male,26 - 40,2,0,White or Caucasian,"$100,000-$149,999",,
2021-05-20 06:54:27,2021-05-20 07:01:18,IP Address,173.191.200.251,100,410,True,2021-05-20 07:01:18,R_3rYF7UFCEtlHuqY,,,,,40.9622955322265625,-91.56130218505859375,anonymous,EN,Yes,More than 10 years,Unincorporated Harrison County,,,,"Would be interested in down-sizing,Would be interested in an existing single-family home","$100,000-$175,000",Yes,Own,,Single family home,,$300-$499,Excellent,Yes,Yes,Not enough of the right home styles,,Single family home,Slightly important,Slightly important,Important,Important,Not at all important,Not at all important,Not at all important,Slightly important,Important,,,"restaurant, bar, vibrant downtown",No,5,2,1,4,3,6,,,Male,56-70,2,0,White or Caucasian,"$80,000-$99,999",Unknown,
2021-05-20 06:57:51,2021-05-20 07:06:55,IP Address,67.224.32.51,100,543,True,2021-05-20 07:06:55,R_2t0ch61uTxeG3Rc,,,,,40.731292724609375,-92.8777008056640625,anonymous,EN,Yes,More than 10 years,Unincorporated Harrison County,,,,Not interested in a different home,"Less than $100,000",Retired,Own,,Single family home,,$300-$499,Good,Yes,No,Not enough quality housing,,Independent Living Complex,Important,Very important,Slightly important,Not at all important,Slightly important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,None,"community center, library, parks, access to transportation help",Yes,4,2,3,1,5,6,,creating more single family  housing and housing that reflects more contemporary styles,Male,71+,2,0,White or Caucasian,"$60,000-$79,999",Unknown,
2021-05-20 07:14:57,2021-05-20 07:18:58,IP Address,184.105.62.250,100,241,True,2021-05-20 07:18:58,R_1g2yvy6GglT2Yq1,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,More than 10 years,Missouri Valley,,,,Not interested in a different home,,Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Do not qualify for a home mortgage,,Single family home,Slightly important,Slightly important,Important,Important,Slightly important,Slightly important,Extremely important,Slightly important,Extremely important,,,,Yes,,,,,,,,,Female,41-55,2,0,White or Caucasian,"$150,000-$199,999",,
