StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q36,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_10_TEXT,Q33,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_6,Q18_5,Q18_5_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2021-05-20 11:42:53,2021-05-20 11:50:54,IP Address,166.181.84.88,100,480,True,2021-05-20 11:50:54,R_2dRB6o47Aji463b,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Would be interested in a new construction single-family home,"Over $400,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,No,Not enough quality housing,,Single family home,Very important,Important,Important,Important,Important,Very important,Very important,Important,Extremely important,Extremely important,,,Yes,4,3,2,1,5,6,,,Male,41-55,4,3,White or Caucasian,"$100,000-$149,999"
2021-05-20 11:50:04,2021-05-20 11:54:01,IP Address,173.26.193.175,100,236,True,2021-05-20 11:54:01,R_1FqxFGNCAeob2kN,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,6-10 years,Glenwood,,,,Would be interested in up-sizing,"Over $400,000",No,Own,,Single family home,,"$2,000 or more",Excellent,No,Yes,Not enough of the right home styles,,Single family home,Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,Extremely important,Greater than 30 acres,Large number of acres,Yes,1,2,3,4,5,6,,Encourage new construction single and multi family,Female,41-55,3,4,White or Caucasian,"$200,000 or more"
2021-05-20 11:50:07,2021-05-20 11:55:42,IP Address,174.198.97.83,100,334,True,2021-05-20 11:55:42,R_1FD4xokpyhttMzs,,,,,41.75360107421875,-93.6927032470703125,anonymous,EN,Yes,More than 10 years,Unincorporated Mills County,,,,Not interested in a different home,"Less than $100,000",No,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Employment opportunities,,Single family home,Not at all important,Not at all important,Important,Very important,Important,Important,Important,Not at all important,Important,Important,,,Yes,4,5,1,3,2,6,,,Male,56-70,1,0,White or Caucasian,"$100,000-$149,999"
2021-05-20 12:04:49,2021-05-20 12:10:21,IP Address,131.7.52.151,100,331,True,2021-05-20 12:10:22,R_12ba0YR4MvxoWZW,,,,,41.1156005859375,-95.9375,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$250,000-$325,000",No,Own,,Single family home,,"$2,000 or more",Good,Yes,No,Not enough affordable housing,,,Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Important,Extremely important,Not at all important,Extremely important,,,Drive to work.,No,5,3,1,4,2,6,,"Either fix the outdated broken ones or tear them down.  I have noticed quite a few houses are abandoned or vacant and no one wants them.  Tear them down and build there.
",Male,,2,,Don’t wish to answer,"$200,000 or more"
2021-05-20 12:04:50,2021-05-20 12:10:36,IP Address,50.82.170.69,100,346,True,2021-05-20 12:10:36,R_3GjE5TQAYl8bZ2u,,,,,40.9474029541015625,-94.98059844970703125,anonymous,EN,Yes,6-10 years,Glenwood,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$2,000 or more",Good,Yes,Yes,Not enough affordable housing,,Single family home,Important,Important,Important,Important,Slightly important,Important,Extremely important,Slightly important,Extremely important,,,,No,3,4,2,1,5,6,,,Female,41-55,3,0,White or Caucasian,"$150,000-$199,999"
2021-05-20 12:02:31,2021-05-20 12:11:47,IP Address,67.3.147.189,100,555,True,2021-05-20 12:11:47,R_1q7Zqlzk9wM4VsN,,,,,41.2884063720703125,-95.99720001220703125,anonymous,EN,Yes,More than 10 years,Unincorporated Mills County,,,,Not interested in a different home,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,No,Yes,Employment opportunities,,Single family home,Not at all important,Not at all important,Important,Important,Very important,Important,Very important,Not at all important,Very important,,,,No,5,6,1,3,2,4,"Spend tax base appropriately. Attract home ownership and tax paying citizens. Renting is and should be a temporary situation not a permanent resolution. ","Strategic building plans. Planned development to better utilize the growing infrastructure. ",Male,41-55,3,2,Don’t wish to answer,"$80,000-$99,999"
2021-05-20 12:08:58,2021-05-20 12:11:48,IP Address,173.239.199.73,100,169,True,2021-05-20 12:11:48,R_3nIrEo5Y7vqZi30,,,,,42.0093994140625,-87.8354034423828125,anonymous,EN,Yes,More than 10 years,Unincorporated Mills County,,,,Not interested in a different home,"$325,000-$400,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,No,Employment opportunities,,,Not at all important,Not at all important,Important,Important,Important,Important,Extremely important,Slightly important,Extremely important,,,,No,4,6,3,2,1,5,,,Male,41-55,2,4,White or Caucasian,"$150,000-$199,999"
2021-05-20 12:12:05,2021-05-20 12:18:58,IP Address,97.119.103.161,100,413,True,2021-05-20 12:18:58,R_1FnQmgAbQKSSMg6,,,,,41.2884063720703125,-95.99720001220703125,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$100,000-$175,000",Yes,Other,,Apartment,,Less than $300,Excellent,No,Yes,Not enough affordable housing,,Apartment,Extremely important,Extremely important,,,,,Extremely important,Extremely important,Extremely important,,,,No,1,3,4,2,5,6,,,Female,56-70,1,0,White or Caucasian,"$200,000 or more"
2021-05-20 12:11:03,2021-05-20 12:21:26,IP Address,67.54.179.22,100,622,True,2021-05-20 12:21:26,R_OjRxx90JGdcufVT,,,,,44.939697265625,-91.03060150146484375,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"Over $400,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,"Townhome,Condo,Independent Living Complex,Assisted Living Complex",Very important,,Slightly important,Important,Important,Not at all important,Extremely important,Extremely important,Extremely important,,,"Restaurant, bike trails, social events.",No,4,3,2,5,1,6,,The housing is a problem it’s putting it on land that makes it so unaffordable!,Female,56-70,1,0,White or Caucasian,"$200,000 or more"
2021-05-20 12:27:32,2021-05-20 12:31:53,IP Address,50.82.171.7,100,261,True,2021-05-20 12:31:55,R_3rJrnSBEhQvcYhQ,,,,,40.668304443359375,-94.7335968017578125,anonymous,EN,Yes,More than 10 years,Unincorporated Mills County,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough affordable housing,,"Townhome,Condo,Single family home",Not at all important,Not at all important,Important,Slightly important,Very important,Extremely important,Extremely important,Not at all important,Extremely important,,,,Yes,3,4,1,2,5,6,,Improve broadband access,Female,26 - 40,1,1,White or Caucasian,"$60,000-$79,999"
2021-05-20 12:28:19,2021-05-20 12:34:01,IP Address,97.119.214.190,100,342,True,2021-05-20 12:34:02,R_3HwssU6lUHQGgKd,,,,,41.2093048095703125,-96.05480194091796875,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"Less than $100,000",No,Own,,Single family home,,"$900-$1,199",Poor,Yes,Yes,Not enough affordable housing,,"Condo,Single family home,Independent Living Complex",Extremely important,Extremely important,Important,Not at all important,Not at all important,Not at all important,Very important,Slightly important,Extremely important,Extremely important,City plowed road in winter,Dog park,No,4,2,1,5,3,6,,More sellers. Almost everything is Hughes and they are able to set the price standards very high,Female,26 - 40,1,0,White or Caucasian,"$60,000-$79,999"
2021-05-20 12:39:48,2021-05-20 12:47:14,IP Address,166.181.83.199,100,446,True,2021-05-20 12:47:14,R_24emF83Pyojf8BD,,,,,43.0381927490234375,-87.910003662109375,anonymous,EN,Yes,More than 10 years,Pacific Junction,,,,Not interested in a different home,"$100,000-$175,000",Retired,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,"Apartment,Single family home,Independent Living Complex",Not at all important,Not at all important,Not at all important,Not at all important,Slightly important,Slightly important,Extremely important,Slightly important,Extremely important,,,,No,3,2,1,5,4,6,,,Female,56-70,1,0,White or Caucasian,"$40,000-$59,999"
2021-05-20 13:03:52,2021-05-20 13:09:07,IP Address,173.26.197.229,100,315,True,2021-05-20 13:09:07,R_bjvG41oLX3FCyrv,,,,,40.75,-95.04039764404296875,anonymous,EN,Yes,1-5 years,Glenwood,,,,Not interested in a different home,"$325,000-$400,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,No,Not enough of the right home styles,,Single family home,Slightly important,Important,Extremely important,Extremely important,Slightly important,Very important,Extremely important,Slightly important,Very important,,,,No,1,2,3,4,5,6,,,Male,,5 or more adults,2,Don’t wish to answer,"$150,000-$199,999"
2021-05-20 13:07:21,2021-05-20 13:11:55,IP Address,207.32.36.241,100,273,True,2021-05-20 13:11:56,R_07otpvg8g8d3cqZ,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,1-5 years,Glenwood,,,,Not interested in a different home,"Over $400,000",No,Own,,Single family home,,$500-$699,Excellent,No,No,Not enough affordable housing,,"Townhome,Condo,Independent Living Complex,Assisted Living Complex",Very important,Very important,Very important,Very important,Slightly important,Extremely important,Extremely important,Important,Extremely important,,,"Restaurants, shopping, activities ",No,4,5,1,3,2,6,,"We desperately need more restaurant opportunities, particularly fast food.  ",Female,41-55,2,2,White or Caucasian,
2021-05-20 13:08:21,2021-05-20 13:12:41,IP Address,174.198.91.126,100,259,True,2021-05-20 13:12:41,R_2t9egRz4sYAv1KK,,,,,41.234100341796875,-96.16899871826171875,anonymous,EN,Yes,More than 10 years,Unincorporated Mills County,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Fair,Yes,No,Not enough affordable housing,,,Slightly important,Slightly important,Slightly important,Slightly important,Very important,Not at all important,Slightly important,Not at all important,Slightly important,,,,No,1,2,5,3,4,6,,,Female,56-70,2,0,White or Caucasian,"$100,000-$149,999"
2021-05-20 13:05:58,2021-05-20 13:17:06,IP Address,104.222.88.99,100,668,True,2021-05-20 13:17:06,R_339yK3L4MWPqlbp,,,,,41.00439453125,-95.5915985107421875,anonymous,EN,Yes,1-5 years,Malvern,,,,Would be interested in down-sizing,"$100,000-$175,000",No,Own,,Single family home,,"$1,500-1,999",Good,No,No,Not enough affordable housing,,Single family home,Important,Important,Slightly important,Slightly important,Slightly important,Important,Important,Important,Important,,,"grocery store, library, affordable restaurants, senior citizen activities, children activities (to keep them out of trouble) ",No,5,2,1,3,4,6,,"keep taxes affordable, and don't let homes go to ruin or abandon. ",Female,26 - 40,3,0,White or Caucasian,"$80,000-$99,999"
2021-05-20 13:14:08,2021-05-20 13:26:47,IP Address,166.181.82.195,100,759,True,2021-05-20 13:26:48,R_6Kcz5WSkIXSC3iV,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Would be interested in senior housing,"$100,000-$175,000",Retired,Other,,Apartment,,Less than $300,Excellent,No,Yes,Other,,Independent Living Complex,Extremely important,Extremely important,Slightly important,Important,Slightly important,Slightly important,Very important,Very important,Important,Important,,"Parks , restaurants,  library.",No,1,2,3,5,4,6,Senior apartments.,Keep taxes from going up so much.,Female,71+,3,2,White or Caucasian,"$80,000-$99,999"
2021-05-20 13:42:54,2021-05-20 13:48:21,IP Address,206.214.229.80,100,327,True,2021-05-20 13:48:21,R_1OUl0X2Rjs4vhNd,,,,,42.6844940185546875,-85.97640228271484375,anonymous,EN,Yes,1-5 years,Pacific Junction,,,,Not interested in a different home,"$325,000-$400,000",No,Own,,Single family home,,"$2,000 or more",Excellent,Yes,Yes,Other,"Not enough housing ",Single family home,Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,Not at all important,Extremely important,,,None,Yes,4,3,5,2,1,6,,Pave Eastman Road,Female,26 - 40,2,5 or more children,Don’t wish to answer,"$100,000-$149,999"
2021-05-20 13:56:09,2021-05-20 14:04:31,IP Address,206.214.229.68,100,501,True,2021-05-20 14:04:31,R_31Y0ILNMngZqRB0,,,,,42.6844940185546875,-85.97640228271484375,anonymous,EN,Yes,1-5 years,Glenwood,,,,Would be interested in an existing single-family home,"$325,000-$400,000",No,Own,,Single family home,,"$2,000 or more",Good,Yes,Yes,Not enough of the right home styles,,Single family home,Slightly important,Slightly important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely important,Not at all important,Extremely important,Extremely important,"Acreage land use (flat, lots of trees, away from busy roads)","Grocery store and we currently have horrible options.  Better restaurants, we only have a couple and they are just bar food.  People will not shop in the community if these are not offered. We do most of our shopping in Council Bluffs which is sad that we cannot  keep it local.",No,6,5,4,2,3,1,Better acreage opportunities and better restaurant/grocery opportunities as well as internet.,Bring in industry,Female,41-55,3,0,White or Caucasian,"$200,000 or more"
2021-05-20 14:03:48,2021-05-20 14:08:18,IP Address,97.119.164.151,100,269,True,2021-05-20 14:08:18,R_338Wyj4mJvoS2QJ,,,,,41.2975006103515625,-96.09929656982421875,anonymous,EN,Yes,More than 10 years,Silver City,,,,Not interested in a different home,"$325,000-$400,000",Retired,Own,,Single family home,,Less than $300,Excellent,No,No,Do not qualify for a home mortgage,,Townhome,Not at all important,Not at all important,Very important,Very important,Very important,Not at all important,Slightly important,Not at all important,Important,,,,No,4,5,1,2,3,6,,,Male,71+,2,0,Don’t wish to answer,"$60,000-$79,999"
2021-05-20 14:05:54,2021-05-20 14:11:20,IP Address,73.107.32.222,100,325,True,2021-05-20 14:11:20,R_1kFStVkN6HPjVPs,,,,,26.5366973876953125,-81.94460296630859375,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,Less than $300,Good,No,Yes,Not enough affordable housing,,,Extremely important,Extremely important,Very important,Extremely important,Very important,Important,Very important,Extremely important,Extremely important,,,Restaurants & shopping as in convience store,No,4,3,2,1,5,6,,,Female,56-70,2,0,White or Caucasian,"$80,000-$99,999"
2021-05-20 14:26:55,2021-05-20 14:34:43,IP Address,174.198.88.133,100,467,True,2021-05-20 14:34:43,R_1Pdh1btwtfwdI2j,,,,,41.2093048095703125,-96.05480194091796875,anonymous,EN,Yes,More than 10 years,Glenwood,,,,"Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Other,,Single family home,Extremely important,Extremely important,Very important,Extremely important,Very important,Slightly important,Extremely important,Important,Extremely important,,,,No,4,1,2,5,3,6,,"We need to look into the taxing and assessing situation. It is absolutely ridiculous that my taxes on a $150,000 home are $3,500 a year. The taxes could be the reason that we build or buy outside of Mills County.",Female,41-55,3,0,White or Caucasian,"$200,000 or more"
2021-05-20 14:51:02,2021-05-20 14:56:28,IP Address,97.119.162.42,100,326,True,2021-05-20 14:56:29,R_3lzX6FLS2etJc2W,,,,,41.29400634765625,-96.05410003662109375,anonymous,EN,Yes,1-5 years,Glenwood,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,No,Not enough affordable housing,,Single family home,Not at all important,Not at all important,Important,Important,Extremely important,Extremely important,Extremely important,Not at all important,Very important,,,"Bars Restaurant ",No,2,3,4,1,5,6,,Get more Realtors in town.  Jim Hughes has a monopoly on the housing prices.,Female,41-55,2,0,White or Caucasian,"$150,000-$199,999"
2021-05-20 14:51:33,2021-05-20 14:57:02,IP Address,50.82.168.94,100,329,True,2021-05-20 14:57:03,R_OuT0ft72ZqU6X97,,,,,40.84039306640625,-95.2888031005859375,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$250,000-$325,000",Retired,Own,,Duplex/Fourplex,,Less than $300,Excellent,No,Yes,Not enough affordable housing,,,Very important,Very important,,Very important,,,Very important,,Very important,,,,No,,,,,,,,,Female,71+,,0,White or Caucasian,"$60,000-$79,999"
2021-05-20 14:59:24,2021-05-20 15:05:41,IP Address,97.119.140.217,100,377,True,2021-05-20 15:05:41,R_7X7iCYPAIP7UIil,,,,,41.2884063720703125,-95.99720001220703125,anonymous,EN,Yes,More than 10 years,Pacific Junction,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$700-$899,Excellent,Yes,No,Other,,,Slightly important,Slightly important,Extremely important,Very important,Extremely important,Slightly important,Slightly important,Important,Important,Important,,,No,1,6,2,5,3,4,Less rules,"Lower taxes ",Male,56-70,2,0,White or Caucasian,"$40,000-$59,999"
2021-05-20 14:48:49,2021-05-20 15:08:03,IP Address,97.119.202.26,100,1153,True,2021-05-20 15:08:03,R_3h0CBfAdMsvl3Ki,,,,,41.264801025390625,-96.00009918212890625,anonymous,EN,Yes,1-5 years,Pacific Junction,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home","$325,000-$400,000",Yes,Own,,Single family home,,"$2,000 or more",Good,Yes,Yes,Other,Taxes are incredible too high for what this community has to offer.,Single family home,Not at all important,Not at all important,Extremely important,Important,Extremely important,Very important,Extremely important,Slightly important,Extremely important,,"Realistic taxes and valuations. ","Restaurants, recreation and shopping ",Yes,6,4,2,5,3,1,Get realistic about taxes and home values and the quality of our roads!,"There is little to no affordable housing in Mills Co. Taxes and the value that local authorities continue to increase on our properties each and every year needs to be drastically reduced. We’ve had 2 major economic crises hit this area. Some people lost everything. People lost jobs. Businesses closed but our taxes went up tens of thousands of dollars. We live on a gravel road that is so heavily trafficked that it’s almost always in terrible condition but my taxes keep going up. There is no excuse for some of the roads around here to not be paved at the rate at which they are travelled. When local Economic Development invests in businesses outside of Mills County rather than local, active businesses but the local businesses taxes keep going up, that becomes a hard pill to swallow. Better roads, realistic taxes, better community amenities and more good paying jobs are what every community needs to prosper. Mills County is no different. ",Female,26 - 40,2,3,White or Caucasian,"$80,000-$99,999"
2021-05-20 15:04:50,2021-05-20 15:24:50,IP Address,97.119.162.20,100,1199,True,2021-05-20 15:24:50,R_3ptLLPFbxrSN58c,,,,,41.29400634765625,-96.05410003662109375,anonymous,EN,Yes,More than 10 years,Glenwood,,,,"Would be interested in down-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home,Would be interested in senior housing","$175,000-$250,000",Retired,Own,,Single family home,,Less than $300,Good,Yes,No,Not enough affordable housing,,"Duplex,Condo,Single family home",Very important,Very important,Important,Slightly important,Slightly important,Not at all important,Extremely important,Very important,Slightly important,Extremely important,"Paved road ","Restaurants, libraries, grocery stores, department stores, gas stations, beauty salons, dog groomers/boarders, fast food ",Yes,4,5,3,2,1,6,,"Attract outside realty/builders to compete with present business that approaches monopoly status. Require SIRHA to hold their clients accountable for property care by more frequent unannounced inspections.  Hire additional inspectors to implement this plan. ",Female,71+,2,0,White or Caucasian,"$20,000-$39,999"
2021-05-20 15:22:41,2021-05-20 15:29:16,IP Address,207.32.36.208,100,394,True,2021-05-20 15:29:17,R_YbKwu67XQWModA5,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,More than 10 years,Unincorporated Mills County,,,,Would be interested in up-sizing,"Over $400,000",No,Own,,Single family home,,"$2,000 or more",Excellent,Yes,Yes,Other,,Single family home,Not at all important,Not at all important,Extremely important,Very important,Extremely important,Not at all important,Important,Not at all important,Important,,,,No,1,2,3,4,5,6,,,Male,41-55,1,1,White or Caucasian,"$100,000-$149,999"
2021-05-20 15:39:01,2021-05-20 15:49:49,IP Address,97.119.119.138,100,647,True,2021-05-20 15:49:49,R_1IaemF1V8zDxDK8,,,,,41.264801025390625,-96.00009918212890625,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,"Single family home,Independent Living Complex",Very important,Very important,Important,Important,Important,Not at all important,Extremely important,Very important,Extremely important,,,"Entertainment for all ages
Shopping businesses-like Walmart, etc
More variety for eating out (sit down or fast food)
Hotel or similar for out of town guests
",No,2,3,4,1,5,6,,,Female,56-70,3,0,White or Caucasian,"$40,000-$59,999"
2021-05-20 15:37:34,2021-05-20 15:53:09,IP Address,67.3.183.70,100,934,True,2021-05-20 15:53:09,R_W2OurR1JAOMzTTr,,,,,41.264801025390625,-96.00009918212890625,anonymous,EN,Yes,More than 10 years,Glenwood,,,,"Would be interested in down-sizing,Would be interested in renting,Would be interested in a new construction single-family home,Would be interested in an existing single-family home,Would be interested in senior housing","$100,000-$175,000",Retired,Own,,Single family home,,"$1,200-$1,499",Excellent,No,Yes,Not enough of the right home styles,,"Townhome,Condo,Apartment,Single family home,Independent Living Complex",Very important,Very important,Slightly important,Important,Not at all important,Not at all important,Slightly important,Important,Slightly important,,,"Spacing between neighbors, nice restaurants, close healthcare, improved infrastructure.",No,1,4,5,2,3,6,,"Try to control the high costs and limit the amount of ""low rent"" places that have popped up!",Male,56-70,2,0,White or Caucasian,"$20,000-$39,999"
2021-05-20 15:24:26,2021-05-20 15:56:18,IP Address,50.82.172.62,100,1911,True,2021-05-20 15:56:18,R_3Eg0ROGyotO1fJp,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,6-10 years,Glenwood,,,,Would be interested in up-sizing,"$250,000-$325,000",Retired,Own,,Single family home,,"$1,500-1,999",Excellent,No,Yes,Not enough of the right home styles,,Single family home,Slightly important,Slightly important,Slightly important,Slightly important,Important,Extremely important,Extremely important,Not at all important,Extremely important,,Low crime,"Restaurants, parks, quality grocery store. ",No,2,5,3,1,4,6,,"Build more homes & quality apartments. ",Female,56-70,3,1,White or Caucasian,"$100,000-$149,999"
2021-05-20 15:54:13,2021-05-20 15:57:53,IP Address,50.82.161.166,100,220,True,2021-05-20 15:57:54,R_1i9d7aAX6ULbcE1,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$2,000 or more",Excellent,No,Yes,Not enough affordable housing,,,Not at all important,Not at all important,Extremely important,Important,Extremely important,Extremely important,Extremely important,Important,Extremely important,Very important,,More restaurants and some sort of retail store.,No,5,4,1,2,3,6,,,Female,26 - 40,3,2,White or Caucasian,"$150,000-$199,999"
2021-05-20 15:53:34,2021-05-20 15:58:16,IP Address,97.119.121.36,100,281,True,2021-05-20 15:58:16,R_38ANzsuFC7zRjHj,,,,,41.29400634765625,-96.05410003662109375,anonymous,EN,Yes,More than 10 years,Pacific Junction,,,,Not interested in a different home,"$100,000-$175,000",Retired,Own,,Single family home,,"$900-$1,199",Fair,Yes,No,Not enough affordable housing,,"Independent Living Complex,Assisted Living Complex",Not at all important,Not at all important,Important,Important,Important,Important,Slightly important,Important,Important,Not at all important,,"Restaurant ",No,2,1,5,3,4,6,,,Female,56-70,2,0,White or Caucasian,"$20,000-$39,999"
2021-05-20 16:29:07,2021-05-20 16:37:13,IP Address,67.164.109.81,100,486,True,2021-05-20 16:37:14,R_XNDFNyl9DMa4Qg1,,,,,37.8567047119140625,-122.0218048095703125,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Would be interested in down-sizing,,Retired,Own,,Single family home,,$300-$499,Good,No,No,Not enough affordable housing,,"Duplex,Townhome,Single family home",Not at all important,Important,Not at all important,Not at all important,Slightly important,Not at all important,Extremely important,Important,Important,,,"Restaurants ",No,1,2,4,3,5,6,,"Get it done ",Male,56-70,1,,White or Caucasian,"$100,000-$149,999"
2021-05-20 16:34:08,2021-05-20 16:45:46,IP Address,72.255.94.238,100,697,True,2021-05-20 16:45:46,R_3GjPU9HhyOXoerE,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,More than 10 years,Unincorporated Mills County,,,,Would be interested in senior housing,"$175,000-$250,000",Retired,Own,,Single family home,,Less than $300,Excellent,No,Yes,Not enough affordable housing,,Townhome,Very important,Slightly important,Not at all important,Not at all important,Slightly important,Not at all important,Important,Important,Slightly important,,"Hard surface road ","Parks , restaurants ",No,5,4,3,1,2,6,,"Build affordable housing ",Male,71+,2,0,White or Caucasian,"$40,000-$59,999"
2021-05-20 17:01:48,2021-05-20 17:10:04,IP Address,154.6.20.138,100,496,True,2021-05-20 17:10:05,R_12srOpBUSz3nUJI,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,Yes,6-10 years,Glenwood,,,,Would be interested in an existing single-family home,"$250,000-$325,000",No,Own,,Single family home,,"$2,000 or more",Good,No,Yes,Other,,Single family home,Very important,Very important,Extremely important,Very important,Extremely important,Not at all important,Extremely important,Not at all important,Extremely important,Important,,Restaurant options,Yes,5,1,2,4,3,6,,,Male,41-55,2,0,White or Caucasian,"$150,000-$199,999"
2021-05-20 17:29:44,2021-05-20 17:33:26,IP Address,173.189.166.178,100,221,True,2021-05-20 17:33:27,R_211xbWQT9DCOlYL,,,,,41.4761962890625,-91.57399749755859375,anonymous,EN,Yes,More than 10 years,Tabor,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$900-$1,199",Good,Yes,No,Not enough affordable housing,,Single family home,Important,Not at all important,Extremely important,Extremely important,Important,Important,Extremely important,Important,Extremely important,,,Clean town no trash or rundown buildings,No,4,5,3,1,2,6,,LOWER TAXED,Female,26 - 40,3,1,White or Caucasian,"$100,000-$149,999"
2021-05-20 20:27:40,2021-05-20 20:36:34,IP Address,97.119.188.206,100,533,True,2021-05-20 20:36:35,R_3k7IKWKpKGVYlUB,,,,,41.2975006103515625,-96.09929656982421875,anonymous,EN,Yes,More than 10 years,Malvern,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$500-$699,Good,Yes,Yes,Employment opportunities,,Independent Living Complex,Extremely important,Very important,Slightly important,Slightly important,Slightly important,Slightly important,Important,Very important,Very important,,,"Recreational choices, restaurants, shops, varied.....",No,4,5,2,3,1,6,,"My opinion would be to attempt to land more business, bringing more financial stability to the area, and allowing more people the ability to have a wider option range of personal living choices.",Male,56-70,2,0,White or Caucasian,"$100,000-$149,999"
2021-05-20 21:26:00,2021-05-20 21:30:11,IP Address,97.119.119.162,100,250,True,2021-05-20 21:30:12,R_1nOp0PMdLhNL84t,,,,,41.264801025390625,-96.00009918212890625,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Employment opportunities,,Single family home,Slightly important,Not at all important,Slightly important,Extremely important,Slightly important,Important,Very important,Important,Extremely important,,,"Sidewalks, children’s activities ",Yes,3,5,1,4,2,6,,"Working to keep money local ",Female,41-55,1,1,White or Caucasian,"$40,000-$59,999"
2021-05-20 22:12:20,2021-05-20 22:17:22,IP Address,173.26.195.164,100,302,True,2021-05-20 22:17:22,R_viYGfK2on7jgF9f,,,,,41.0072021484375,-95.22609710693359375,anonymous,EN,Yes,6-10 years,Glenwood,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$1,500-1,999",Fair,No,No,Other,Property taxes,Single family home,Not at all important,Not at all important,Very important,Slightly important,Extremely important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,,"The less the better ",No,1,2,4,3,5,6,"Fewer people ","Lower property taxes ",Male,26 - 40,,,,
