StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_5_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2021-10-15 09:05:11,2021-10-15 09:14:46,IP Address,174.243.84.48,100,574,True,2021-10-15 09:14:46,R_22VsYyk57lDQrS1,,,,,41.26300048828125,-95.96230316162109375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$500-$699,Poor,Yes,No,Not enough affordable housing,,Duplex,Yes,3,2,1,4,5,,Income,More opportunities for better loans,Female,41-55,1,2,White or Caucasian,"$40,000-$59,999"
2021-10-15 09:09:45,2021-10-15 09:15:53,IP Address,166.181.86.74,100,367,True,2021-10-15 09:15:53,R_1obDqlfmrJD1MmI,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$700-$899,Excellent,Yes,Yes,Do not qualify for a home mortgage,,Duplex,No,1,2,3,4,5,,"No one has money ","Assistance with loan approval no one has good enough credit to be approved. ",Female,26 - 40,2,3,White or Caucasian,"$80,000-$99,999"
2021-10-15 09:13:33,2021-10-15 09:16:31,IP Address,173.19.121.179,100,178,True,2021-10-15 09:16:31,R_3rSqo584KBhQtvm,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,Less than 1 year,,,,,,Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,,Yes,1,3,2,4,5,,Decent apartments,,Male,41-55,4,2,White or Caucasian,"$100,000-$149,999"
2021-10-15 09:14:54,2021-10-15 09:20:58,IP Address,174.243.113.77,100,364,True,2021-10-15 09:20:59,R_2sYAiMDsMsRWpRy,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$500-$699,Fair,Yes,Yes,Not enough quality housing,,Duplex,No,2,3,4,1,5,,"Not enough money to fix or build. ",Bring in places to employee people at a decent wage so they can afford to fix or build and own homes,Female,41-55,3,0,White or Caucasian,"$60,000-$79,999"
2021-10-15 09:19:35,2021-10-15 09:23:22,IP Address,174.234.143.5,100,226,True,2021-10-15 09:23:27,R_1QLe5VK25W6vjc2,,,,,38.6161041259765625,-90.3184967041015625,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,500-1,999",Good,No,No,Do not qualify for a home mortgage,,,Yes,5,4,1,3,2,,Old people,Land,Male,41-55,2,1,White or Caucasian,"$100,000-$149,999"
2021-10-15 09:05:49,2021-10-15 09:23:53,IP Address,173.19.122.22,100,1083,True,2021-10-15 09:23:53,R_2YPpN5Y2ec2mMnD,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Other,,Single family home,,"$900-$1,199",Fair,Yes,Yes,Not enough affordable housing,,"Duplex,Independent Living Complex,Assisted Living Complex",Yes,3,4,1,2,5,,,,Female,41-55,3,1,White or Caucasian,"$40,000-$59,999"
2021-10-15 09:23:14,2021-10-15 09:30:00,IP Address,174.213.161.83,100,405,True,2021-10-15 09:30:01,R_2smh4s5JT4JJWCJ,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,No,,"I own a home elsewhere,Difficult to find a home to purchase here that suits my family’s needs,I couldn’t find rental housing,Other",,"More rental options,More affordable housing options,Better quality housing options,Better community amenities",Not interested in a different home,"Less than $100,000",,,,,,,,,,Not enough affordable housing,,,No,4,3,1,5,2,Improve what is already there and don't ask big city prices,It is too expensive for such a small town and so many run down homes that could be improved and used to help,,Female,26 - 40,3,2,White or Caucasian,"$60,000-$79,999"
2021-10-15 09:18:36,2021-10-15 09:32:35,IP Address,97.119.158.128,100,838,True,2021-10-15 09:32:35,R_2QSesnlxl0bbf0g,,,,,41.29400634765625,-96.05410003662109375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Other,Not enough bigger houses that are affordable,"Independent Living Complex,Assisted Living Complex",Yes,1,4,3,5,2,"Build larger family homes or fix up/ add on to already existing home, but keep them affordable!","Prices, labor, equipment, laborers, landlords and tenants, and city code! I think it’s everything and not just one! ","I don’t know that I can give specific actions. Financing options, changing city codes, bring in family businesses that would attract people to want to live here, maybe start a volunteer program for people who can’t afford to make improvements, allow people who are trying to improve their homes to do so without making them jump through code hoops, care about the people instead of the money… not sure how much to list I could go on and on!",Female,26 - 40,2,5 or more children,White or Caucasian,"$40,000-$59,999"
2021-10-15 09:33:10,2021-10-15 09:41:20,IP Address,174.255.6.5,100,490,True,2021-10-15 09:41:21,R_1gnzucQ3X6V8nXo,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Rent,,Single family home,,"$900-$1,199",Fair,Yes,No,Not enough affordable housing,,"Duplex,Independent Living Complex",No,1,3,4,2,5,,"Atlantic has become way too high priced for renters. For the amount it cost here to rent, people could be paying a bank loan for their own home, except it's hard getting a home loan here without an enormous down payment.",Make renting affordable! We're not a big city like council bluffs etc. Make it easier for for middle class people to get a housing loan without a huge down payment.b,Female,41-55,2,2,White or Caucasian,"$20,000-$39,999"
2021-10-15 09:42:17,2021-10-15 09:46:37,IP Address,192.230.140.33,100,260,True,2021-10-15 09:46:37,R_3iUpzxefM2Zi53L,,,,,41.296295166015625,-95.0619964599609375,anonymous,EN,No,,Difficult to find a home to purchase here that suits my family’s needs,,"Better quality housing options,Better community amenities","Not interested in a different home,Would be interested in down-sizing","$100,000-$175,000",,,,,,,,,,Not enough quality housing,,Independent Living Complex,No,2,1,4,3,5,,,,Female,41-55,2,2,White or Caucasian,"$100,000-$149,999"
2021-10-15 09:42:42,2021-10-15 09:47:38,IP Address,207.177.21.195,100,296,True,2021-10-15 09:47:38,R_2cdchI4R6nBAMWU,,,,,42.8170013427734375,-95.9552001953125,anonymous,EN,No,,"I own a home elsewhere,Difficult to find a home to purchase here that suits my family’s needs",,More affordable housing options,Not interested in a different home,"Less than $100,000",,,,,,,,,,Not enough quality housing,,,No,3,2,4,1,5,,"Cost, quality homes that aren’t falling apart or cost more money to fix ","Affordable, good quality, low initial maintenance homes ",Female,26 - 40,2,3,White or Caucasian,"$40,000-$59,999"
2021-10-15 09:48:10,2021-10-15 09:56:38,IP Address,23.172.160.109,100,508,True,2021-10-15 09:56:39,R_3qCF3P456PT8Wh2,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,"$1,200-$1,499",Excellent,No,No,Not enough of the right home styles,,Duplex,No,4,3,1,2,5,,"The town needs restaurants and retail to draw people in to buy homes in town  ","Restaurant s, retail, a few more non income restrictive apartments with amenities such as a pool / weight room club house  - need to quit catering to SIRHA income and build for people who are income earners that would like to live in an updated yet affordable housing like the big city offers",Female,41-55,2,0,White or Caucasian,"$200,000 or more"
2021-10-15 09:13:41,2021-10-15 10:02:39,IP Address,174.255.0.113,100,2938,True,2021-10-15 10:02:39,R_2AYaCFOEatRwq1r,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Mobile home,,$700-$899,Poor,Yes,Yes,Do not qualify for a home mortgage,,"Duplex,Independent Living Complex",No,4,2,1,3,5,,,,Female,18 - 25,3,0,White or Caucasian,"$40,000-$59,999"
2021-10-15 10:06:54,2021-10-15 10:09:08,IP Address,97.119.111.67,100,133,True,2021-10-15 10:09:08,R_3hnjGlN4tHs1mDI,,,,,41.2884063720703125,-95.99720001220703125,anonymous,EN,Yes,Less than 1 year,,,,,,Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough quality housing,,Independent Living Complex,No,3,1,4,2,5,,,,Female,26 - 40,1,2,White or Caucasian,"$20,000-$39,999"
2021-10-15 10:01:24,2021-10-15 10:09:13,IP Address,173.18.250.50,100,469,True,2021-10-15 10:09:13,R_33EbqfdWh0zpwrd,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,Less than 1 year,,,,,,No,Rent,,Apartment,,$500-$699,Fair,Yes,Yes,Not enough of the right home styles,,"Duplex,Independent Living Complex,Assisted Living Complex",No,1,4,3,2,5,,I don't know.,"I moved here a year ago. It was difficult to find where any apartments were, it would help to have an online site that lists sites with photos and prices. We need options for people with pets. I looked a 3 condos I may have bought, but they didn't allow my 2 cats. I understand HOA not allowing large dogs that may disturb neighbors, but was very surprised at the no animals policies.",Female,56-70,1,0,White or Caucasian,"$20,000-$39,999"
2021-10-15 10:03:00,2021-10-15 10:09:59,IP Address,174.242.224.102,100,418,True,2021-10-15 10:10:00,R_3Ra1QppxgdNCX5f,,,,,41.232696533203125,-96.113800048828125,anonymous,EN,Yes,More than 10 years,,,,,,No,Rent,,Single family home,,$700-$899,Good,Yes,Yes,Not enough affordable housing,,,No,4,3,2,1,5,,"Employment ",,Male,41-55,1,2,White or Caucasian,"$60,000-$79,999"
2021-10-15 09:57:53,2021-10-15 10:11:11,IP Address,199.138.75.13,100,797,True,2021-10-15 10:11:12,R_1Q4od3OEgLwpONs,,,,,38.577392578125,-90.6708984375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Other,Condo,$300-$499,Good,Yes,Yes,Not enough affordable housing,,"Duplex,Independent Living Complex,Assisted Living Complex",No,4,1,3,2,5,,"Currently, it's the cost of materials due to supply chain issues caused by the pandemic.  Also, a lack of qualified and capable licensed builders/contractors.  ","Need affordable housing in the $100 to $200 price range.  We have employees who move to Atlantic and end up purchasing a home in the surrounding communities because they can't find housing in Atlantic. Create economic opportunities for business and industries so people want to move and live here.  Need retail that is unique - since we are so close to DSM and Omaha, we aren't going to be able to compete with shopping in those locations unless we offer something that they don't.   Also need better food and restaurant options",Female,56-70,1,0,White or Caucasian,"$60,000-$79,999"
2021-10-15 10:12:47,2021-10-15 10:15:52,IP Address,209.152.83.53,100,185,True,2021-10-15 10:15:53,R_1exVp5hVMkRDlpZ,,,,,41.241302490234375,-95.14260101318359375,anonymous,EN,No,,I own a home elsewhere,,"Better quality housing options,Better community amenities","Would be interested in a new construction single-family home,Would be interested in an existing single-family home,Would be interested in senior housing","$175,000-$250,000",,,,,,,,,,Not enough quality housing,,Independent Living Complex,No,1,2,3,4,5,,,,Female,56-70,2,0,White or Caucasian,
2021-10-15 10:15:08,2021-10-15 10:22:27,IP Address,97.64.129.222,100,438,True,2021-10-15 10:22:28,R_12a4DCqefZG16A6,,,,,41.62890625,-93.72550201416015625,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,Yes,Do not qualify for a home mortgage,,,No,4,2,1,3,5,,"The Atlantic City Council, need new young blood to run this city that will allow change.  You can't grow as a community when the same people on the board keep saying ""no"" to new ideas.  Kudos to the Shift ATL group for being able to budge their way in and change their minds, now only if others could do the same.","Get rid of the ""slum lords"" or make them upgrade their rentals
",Male,41-55,1,0,White or Caucasian,"$80,000-$99,999"
2021-10-15 10:20:05,2021-10-15 10:23:13,IP Address,50.81.180.169,100,187,True,2021-10-15 10:23:13,R_23V3Q7JyM8eqFWo,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,"$2,000 or more",Good,Yes,Yes,,,,No,5,1,2,4,3,,,,Male,41-55,2,2,White or Caucasian,"$150,000-$199,999"
2021-10-15 10:18:29,2021-10-15 10:25:23,IP Address,67.3.186.111,100,413,True,2021-10-15 10:25:23,R_1lcO6xfW9akzTxg,,,,,41.26800537109375,-96.1156005859375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Other,Renters do not care about taking care of the home they rent. Therefore the landlords don't want to put $ into the houses,,No,1,4,3,5,2,"Some sort of way to track renters- ",The cost of living in the town are too high. No jobs pat what is needed to be made to live here. Have to travel to the city for work.,,Female,26 - 40,2,3,White or Caucasian,"$100,000-$149,999"
2021-10-15 10:18:56,2021-10-15 10:27:13,IP Address,173.19.123.188,100,497,True,2021-10-15 10:27:14,R_2qyE5x5hmTRYLsn,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,Less than $300,Fair,Yes,Yes,Not enough affordable housing,,Independent Living Complex,No,1,2,4,3,5,,Lack of business to attract residents. People don’t like having to leave town for amenities therefore why invest.,"Retail establishments are a must. Restaurants are another must. We need to keep the money in Atlantic ",Female,56-70,1,0,White or Caucasian,"$60,000-$79,999"
2021-10-15 10:26:10,2021-10-15 10:30:06,IP Address,173.18.250.37,100,235,True,2021-10-15 10:30:06,R_vAeQQZtlXspIm8V,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$2,000 or more",Excellent,Yes,Yes,Not enough quality housing,,Duplex,Yes,4,2,1,3,5,,,,Female,41-55,2,1,White or Caucasian,"$200,000 or more"
2021-10-15 10:30:54,2021-10-15 10:32:58,IP Address,97.119.221.69,100,123,True,2021-10-15 10:32:58,R_33suqvD7JYRfOEL,,,,,41.264801025390625,-96.00009918212890625,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,$700-$899,Fair,Yes,No,Not enough affordable housing,,,Yes,1,2,3,4,5,,,,Male,26 - 40,1,0,White or Caucasian,"$100,000-$149,999"
2021-10-15 10:23:36,2021-10-15 10:33:14,IP Address,174.198.74.38,100,578,True,2021-10-15 10:33:14,R_3MARbvwOLke3Tfo,,,,,41.2581024169921875,-95.93250274658203125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,No,No,Not enough of the right home styles,,,Yes,4,3,1,2,5,,The lack of available land to build new housing,"I believe Atlantic needs more reasons to keep people in the community. A larger variety of stores for shopping, and things to do. Especially aimed towards younger generations. I believe that many people use Atlantic as a stepping block to get where they want to be as opposed to planting roots. ",Female,41-55,2,1,White or Caucasian,"$100,000-$149,999"
2021-10-15 10:24:22,2021-10-15 10:33:15,IP Address,23.172.160.103,100,532,True,2021-10-15 10:33:15,R_2cpSExVVhf56xkh,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough quality housing,,,No,4,3,2,1,5,,"For decades too many of the houses being built have been these tiny two-bedroom houses. There is nothing for families with children! We have lived in three different houses in the five years we've lived here, and frankly, if something better came along, I'd move again in a heartbeat. No wonder people move to Ankeny. They have tons of nice houses to choose from because they build them. You can't expect families to move to town if there is nowhere for them to live.","Build more family-sized housing. Everybody refers to Atlantic as a retirement community and that's what you've made it into. The duplexes and condos attract old people. Well guess what? If you built family housing, it would attract families. It works the same way. I'd build a house here in town if I thought I could do it for something close to what it would be worth afterward, but the numbers I've seen are that it costs more to build than what the house is worth when you're done. If you can narrow that gap you might see some progress.",Female,41-55,3,3,White or Caucasian,"$100,000-$149,999"
2021-10-15 10:16:56,2021-10-15 10:33:43,IP Address,199.151.117.84,100,1006,True,2021-10-15 10:33:43,R_1LkGcn3zslX4Jx9,,,,,40.3437042236328125,-94.87870025634765625,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Do not qualify for a home mortgage,,"Independent Living Complex,Assisted Living Complex",Yes,2,3,4,1,5,,Money and city council,,Female,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-10-15 10:28:24,2021-10-15 10:34:15,IP Address,50.81.180.37,100,351,True,2021-10-15 10:34:15,R_2c0Gtp4Upe0Rq9E,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Rent,,Single family home,,"$1,500-1,999",Fair,Yes,Yes,Not enough quality housing,,Duplex,No,3,1,4,2,5,,"Not enough landlords and homes for sale ","Atlantic needs less apartments buildings and more 3 plus bedroom homes as there are family’s with kids.  A 6 people family shouldn’t be in a 2 bedroom apartment at “mid town” because that is all they can afford. More places need to be it a income based and rent shouldn’t be $1000 no one can afford that in our area ",Female,26 - 40,2,3,White or Caucasian,"$60,000-$79,999"
2021-10-15 10:34:00,2021-10-15 10:40:42,IP Address,209.181.159.241,100,401,True,2021-10-15 10:40:42,R_1Qt1bI3MxKYPP8O,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$700-$899,Excellent,Yes,Yes,Not enough affordable housing,,Independent Living Complex,Yes,4,1,2,3,5,,Lack of good pay and quality jobs,"Bring in Jobs with increased wages
Incentives for landlords to update properties 

",Female,56-70,2,0,White or Caucasian,
2021-10-15 10:33:07,2021-10-15 10:41:13,IP Address,174.213.161.207,100,485,True,2021-10-15 10:41:14,R_xDFNyeivkvy9UcN,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,$700-$899,Good,Yes,Yes,Not enough quality housing,,Independent Living Complex,Yes,4,1,2,3,5,,"Prices of material, and perhaps the drive to actually do anything",Rebuild old houses and put them up to code for living in all aspects,Male,18 - 25,2,0,White or Caucasian,"$40,000-$59,999"
2021-10-15 10:34:46,2021-10-15 10:42:30,IP Address,199.138.77.214,100,464,True,2021-10-15 10:42:31,R_2qb0NRdOtyZWCEk,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,1-5 years,,,,,,Yes,Rent,,Apartment,,$700-$899,Fair,Yes,Yes,Not enough quality housing,,"Duplex,Independent Living Complex",No,1,3,2,4,5,,"The population of Atlantic seems to largely be elderly so there aren't very many affordable options for single, young people who don't want to buy a house here. Not enough support and options for people like me.",Build more quality apartments to rent at affordable prices that allow pets. There are nicer apartments like Sundance here but they are all full and a little more expensive than what I can afford. Rent here really shouldn't be very expensive. It's not like Atlantic has a lot to offer other than Walmart.,Other,26 - 40,1,0,Don’t wish to answer,"$40,000-$59,999"
2021-10-15 10:45:52,2021-10-15 10:48:13,IP Address,166.182.80.66,100,141,True,2021-10-15 10:48:14,R_2wNdipeztUKkD9e,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$700-$899,Excellent,Yes,No,Not enough affordable housing,,,Yes,3,2,1,4,5,,,,Female,26 - 40,2,2,White or Caucasian,"$40,000-$59,999"
2021-10-15 10:47:16,2021-10-15 10:51:47,IP Address,174.243.85.3,100,271,True,2021-10-15 10:51:47,R_1gLsTN0dLszj50h,,,,,41.26800537109375,-96.1156005859375,anonymous,EN,No,,I couldn’t find rental housing,,"More homeownership options,More rental options,More affordable housing options,Better quality housing options","Would be interested in up-sizing,Would be interested in renting,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","Less than $100,000",,,,,,,,,,Not enough affordable housing,,,Yes,1,2,4,3,5,,,,Female,26 - 40,2,4,White or Caucasian,"$20,000-$39,999"
2021-10-15 10:43:52,2021-10-15 10:52:33,IP Address,173.19.122.24,100,520,True,2021-10-15 10:52:33,R_1DNIVtCJw9NZePO,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Other,"High taxes, not enough quality housing","Duplex,Independent Living Complex",No,3,2,5,4,1,Lower property taxes,Lack of funding and investors,Maybe Church programs where the labor could come from there and the funding of materials from city grants,Female,41-55,1,1,Don’t wish to answer,"$60,000-$79,999"
2021-10-15 10:51:12,2021-10-15 10:53:38,IP Address,208.126.176.241,100,146,True,2021-10-15 10:53:39,R_VUxMHqMXUeejHYR,,,,,41.6334075927734375,-95.0561981201171875,anonymous,EN,No,,I couldn’t find rental housing,,"More rental options,More affordable housing options",Would be interested in renting,"Less than $100,000",,,,,,,,,,Do not qualify for a home mortgage,,Duplex,No,1,2,4,3,5,,The lack of affordable rental options or any rental options at all.,,Female,26 - 40,1,1,White or Caucasian,"$19,999 or less"
2021-10-15 10:51:03,2021-10-15 10:54:46,IP Address,173.19.121.156,100,222,True,2021-10-15 10:54:46,R_1QbTYFpjg33RAsy,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Rent,,Single family home,,"$900-$1,199",Fair,Yes,Yes,Not enough affordable housing,,Duplex,Yes,1,2,3,4,5,,,,Female,26 - 40,2,2,White or Caucasian,"$40,000-$59,999"
2021-10-15 10:40:58,2021-10-15 10:56:34,IP Address,174.255.5.114,100,935,True,2021-10-15 10:56:35,R_28CF5RaAkyxqb6n,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,More than 10 years,,,,,,Retired,Rent,,Single family home,,$500-$699,Fair,Yes,Yes,Not enough affordable housing,,,No,4,1,2,3,5,"Landlords charge high rent prices and have many restrictions, no pets ect. Should be laws on this... No landlords wanting to except Sirha and for a single person rent can only be in $300's with paying all utilities","People can't afford materials and labor, greedy heartless landlords ","Make laws putting caps on rental amounts 
Assistance for renters getting landlords to fix things",Female,41-55,1,0,White or Caucasian,"$19,999 or less"
2021-10-15 10:35:29,2021-10-15 10:57:42,IP Address,209.56.12.12,100,1332,True,2021-10-15 10:57:43,R_1eJDzEtRYXRPE5X,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,$300-$499,Good,Yes,Yes,Not enough quality housing,,Duplex,No,4,1,3,2,5,,"Since we just moved here 4 years ago, we have recent, relevant experience in finding an adequate house for our family. It has been abysmal. There aren't enough good, middle-priced, decent-sized houses in Atlantic, period. There are too many run-down and/or too-small houses. If Atlantic wants to attract families, then it needs to incentivize housing for those families. If the town only has crappy houses and rentals, it will attract exactly those people who will occupy those dwellings. Same with retirement options: if the city has an abundance of retirement dwellings, it will attract older people. So, if the city wants to maintain its school and economic core, then it MUST invest in houses that are conducive to families with children: affordable, 3-5 bedroom, structurally sound homes--either existing or newly built. The city might have to spend some money up front, to create incentives for people to build homes, but it is my conviction that the long-term economic benefit (as well as to our schools) will far outweigh the initial spending. As far as property taxes go, it is a good approach to broaden the tax base, rather than to create higher taxes on the few. So far, in Atlantic, we have the latter (high property taxes on the few) rather than the former (a broad property tax base spread out over many owners).
I'll leave the incentive schemes to the policy people, but that is the problem.","Create incentives (e.g., tax breaks) for existing home owners to improve their properties. Keep it simple. 
Same with building new dwellings: Make it economically feasible--and even advantageous--to build bigger homes (3-4 bedrooms; after all, what kind of family fits in a 2-bedroom?).",Male,41-55,3,3,White or Caucasian,"$100,000-$149,999"
2021-10-15 11:00:12,2021-10-15 11:04:16,IP Address,174.198.66.26,100,244,True,2021-10-15 11:04:17,R_UykRArD3rqOyqJj,,,,,41.21319580078125,-96.16680145263671875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,500-1,999",Good,No,Yes,Not enough affordable housing,,"Independent Living Complex,Assisted Living Complex",No,3,1,2,4,5,,Low wages and inability to afford housing,,Female,26 - 40,1,4,White or Caucasian,"$20,000-$39,999"
2021-10-15 10:46:04,2021-10-15 11:04:28,IP Address,174.198.79.177,100,1103,True,2021-10-15 11:04:28,R_qUhkBuOOPufVbcR,,,,,41.2093048095703125,-96.05480194091796875,anonymous,EN,Yes,1-5 years,,,,,,No,Rent,,Single family home,,"$900-$1,199",Fair,No,Yes,Other,"I see people with money buying the affordable houses or outbidding families because they have cash. They then turn around and charge $1000 for a 3 bedroom home they bought for less than 70,000",Duplex,No,3,2,4,1,5,,"The people who own homes, rent them out, & improve nothing, fail to allow families to live at peace ","Affordable housing is a crisis in every city in America. Small cities like Atlantic are now seeing the crisis even though it’s been happening for years everywhere else. The real problem is wages in small towns do not amount to enough money to support a family and pay rent ($700-$1000). Since the rent raises have finally arrived in Atlantic people are struggling more than ever. My family specifically has 2 toddler, 3 dogs(all over age five), myself, and my husband. Our landlord two years ago wanted their son to live in the home they rented to us. We were paying $900 for large 4 bedroom home. We had never once missed a rental payment. Never once caused a problem. The landlord told us to move t first because she wanted to sell her home. We soon found out that was not the case. I had just brought my new baby home and now had to find a new place to live. We had to move by Jan. 1st of 2020. Actually we ended up moving on a week where we had two massive snow storms & no one wanted to help us move. I had no child care. It had taken us an entire year to find a place to rent. & I practically begged the individual to let us rent from them. Their home had never been rented out of. 
It was another large 5 bedroom home with another fenced in backyard. It was very outdated & no heat upstairs but we made it work. We were asked to pay $800 per month. 
In the spring we found out the roof leaked..it leaked into the attic then into my daughter room just feet away from her crib. I informed them of this & nothing was done. It was a leak we had been told had been fixed before we moved in. 
We felt with many problems in that old home. It was the absolute only option for us. Landlord never allow pets in Atlantic iowa & I had 3 dogs. We chose not to complain about a lot because we felt fortunate not to be homeless

So we were told july 31 2021 that those landlord got a cash offer on their home and we needed to begin looking for another option. Again we had never been late on payments to them. 
My husband and I were not about to go through the stress again of trying to find another rental just 6 months after we had just found this one. The last year of stressing over housing for our family just about tore our 3 year marriage apart. 

August 1st we went to a Rv dealership & began the journey of full time Rv living on a family farm. Our travel trailer payment is half of what we payed in Atlantic for rent. We can now afford necessary daily items I could not afford before. All of our income went to rent and other bills. Leaving very little to feed my family and pets. 

People who don’t make $100,000 grand a year shouldn’t be looked down upon. We shouldn’t be told we can’t have our pets. I’ve seen the other side of that argument. I know the hell the landlords go through cleaning up after pets who destroy their homes. 
But have they ever thought there may be another way? Of course people aren’t home to care for their children or their pets. They are working their lives away to pay rent to people to take it & complain about every single thing their renters do. Good or bad. 

Enough is enough. ",Female,26 - 40,2,2,White or Caucasian,"$20,000-$39,999"
2021-10-15 11:08:59,2021-10-15 11:14:04,IP Address,97.119.196.43,100,305,True,2021-10-15 11:14:05,R_1MMRZCWdpgEZUbE,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,,No,3,2,1,4,5,,"There is nothing to do here for kids or adults.  The more we offer in town, it will bring more people to our town looking for homes. ",,Female,26 - 40,2,4,White or Caucasian,"$60,000-$79,999"
2021-10-15 11:16:44,2021-10-15 11:19:54,IP Address,174.242.226.145,100,190,True,2021-10-15 11:19:55,R_poCJhDBsaIaAA9P,,,,,41.2975006103515625,-96.09929656982421875,anonymous,EN,Yes,1-5 years,,,,,,Yes,Rent,,Single family home,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,Independent Living Complex,No,1,2,4,3,5,,Money,"Build more housing more jobs ",Female,56-70,1,0,White or Caucasian,"$20,000-$39,999"
2021-10-15 11:10:09,2021-10-15 11:20:45,IP Address,173.19.123.73,100,636,True,2021-10-15 11:20:45,R_2qyiIwY3h9i0bnw,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,Retired,Own,,Single family home,,$300-$499,Excellent,No,Yes,Not enough quality housing,,Independent Living Complex,No,3,4,2,1,5,,Lack of incentives,"Offer incentives to homeowners and landlords to improve housing.  ",Female,71+,2,0,Don’t wish to answer,"$40,000-$59,999"
